,title,year,language,Nb_authors
340,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation,2014,fr,4
341,Intégration et visualisation de données liées thématiques sur un référentiel géographique,2014,fr,3
342,Investigation visuelle d'événements dans un grand flot de liens,2014,fr,2
343,L'utilisation des entités nommées pour l'expansion sémantique des requêtes Web,2014,fr,3
344,La subjectivité dans le discours médical : sur les traces de l'incertitude et des émotions,2014,fr,2
345,Les nouvelles théories de l'incertain,2014,fr,1
346,"LOCAL-GENERATOR : ""diviser pour régner"" pour l'extraction des traverses minimales d'un hypergraphe",2014,fr,3
347,Méthodologie 3-way d'extraction d'un modèle articulatoire de la parole à partir des données d'un locuteur,2014,fr,2
348,Mining the Crowd,2014,en,1
349,Modélisation de trajectoires cible/caméra : requêtes spatio-temporelles dans le cadre de la videosurveillance,2014,fr,3
350,Motifs récursifs : extraction ascendante hiérarchique d'ensembles d'items ou d'évènements pour le résumé de données transactionnelles ou séquentielles,2014,fr,1
351,Passage aux noyaux en classification recouvrante,2014,fr,1
352,Pondération de blocs de variables en bi-partitionnement topologique,2014,fr,3
353,Prédiction de valeurs manquantes dans les bases de données— Une première approche fondée sur la notion de proportion analogique,2014,fr,3
354,Que ressentent les patients ?,2014,fr,6
355,Réconciliation des profils dans les réseaux sociaux,2014,fr,4
356,Reconstruction et analyse sémantique de chronologies cybercriminelles,2014,fr,4
357,Règles d'association inter-langues au service de la recherche d'information multilingue,2014,fr,4
358,Representative training sets for classification and the variability of empirical distributions,2014,en,2
359,Requêtes skyline en présence d'exceptions,2014,fr,3
360,Sélection d'une méthode de classification multi-label pour un système interactif,2014,fr,3
361,Sélection de prototypes en vue d'une catégorisation de textes avec les K plus proches voisins : étude comparative,2014,fr,4
362,Sous échantillonnage et machine à noyaux élastiques pour la classification de données de mouvement capturé,2014,fr,3
363,Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales,2014,fr,2
364,Symétries et Extraction de Motifs Ensemblistes,2014,fr,5
365,The Hitchhiker's Guide to Ontology,2014,en,1
366,Un système de détection de thématiques populaires sur Twitter,2014,fr,2
367,Une approche algébrique au problème du consensus de partitions,2014,fr,3
368,Une approche basée sur STATIS pour la fusion de cartes topologiques auto-organisées,2014,fr,5
369,Une approche PPC pour la fouille de données séquentielles,2014,fr,3
370,Une approcheWeb sémantique et combinatoire pour un système de recommandation sensible au contexte appliqué à l'apprentissage mobile,2014,fr,3
371,Une heuristique pour le paramétrage automatique de l'algorithme de clustering spectral,2014,fr,3
372,Une méthode hybride pour la prédiction du profil des auteurs,2014,fr,3
373,Une méthode pour caractériser les communautés des réseaux dynamiques à attributs,2014,fr,4
374,Une méthode pour la détection de thématiques populaires sur Twitter,2014,fr,2
375,Une nouvelle approche pour la sélection de variables basée sur une métrique d'estimation de la qualité,2014,fr,3
376,Utilisation de relations ontologiques pour la comparaison d'images décrites par des annotations sémantiques,2014,fr,2
377,Vectorisation paramétrée des données textuelles,2014,fr,5
378,Vers une classification non supervisée adaptée pour obtenir des arbres de décision simplifiés,2014,fr,4
379,Vers une modularité pour données vectorielles,2014,fr,4
380,Visualisation de données de prosopographie pour la reconstruction de carrières de personnages et de réseaux socio-professionnels,2014,fr,2
381,20 ans de découverte de motifs : une étude bibliographique quantitative,2013,fr,3
382,3D : de nouvelles perspectives en fouille exploratoire avec la stéréoscopie,2013,fr,3
383,A POS Tagger analysed in collaboration environments and literary texts,2013,en,2
384,Accélération de la méthode des K plus proches voisins pour la catégorisation de textes,2013,fr,4
385,Analyse conceptuelle de données de simulation de systèmes complexes pour l'aide à la décision : Application à la conception d'une cabine d'avion,2013,fr,5
386,Analyse de réseaux sociaux par l'analyse formelle de concepts,2013,fr,1
387,Analyse des réclamations d'allocataires de la CAF : un cas d'étude en fouille de données,2013,fr,5
388,Analyse Relationnelle de Concepts pour l'exploration de données relationnelles,2013,fr,4
389,Approche orientée objet sémantique et coopérative pour la classification des images de zones urbaines à très haute résolution,2013,fr,4
390,Classification multi-étiquettes pour l'alignement multiple de séquences protéiques,2013,fr,4
391,Classifications croisées de données de trajectoires contraintes par un réseau routier,2013,fr,4
392,Comprendre et interpréter les données : enjeux et implantations d'un système de codage dans des gisements de données historiques,2013,fr,2
393,Construction de descripteurs à partir du coclustering pour la classification supervisée de séries temporelles,2013,fr,2
394,Découverte des soft-skypatterns avec une approche PPC,2013,fr,5
395,Detecting Academic Plagiarism with Graphs,2013,en,2
396,Détection efficace des traverses minimales d'un hypergraphe par élimination de la redondance,2013,fr,3
397,Détection précoce de tendances produits dans le cadre des activités commerciales de la grande distribution,2013,fr,2
398,Enrichissement d'ontologies grâce à l'annotation sémantique de pages web,2013,fr,4
399,Étude des corrélations spatio-temporelles des appels mobiles en France,2013,fr,3
400,Étude des techniques d'oubli dans les moindres carrés récursifs pour l'apprentissage incrémental de systèmes d'inférence floue évolutifs : application à la reconnaissance de formes,2013,fr,3
401,Évolution d'une ontologie dédiée à la représentation de relations n-aires,2013,fr,4
402,Extraction de motifs condensés dans un unique graphe orienté acyclique attribué,2013,fr,4
403,Extraction de motifs fréquents dans des arbres attribués,2013,fr,4
404,Extraction des nombres de Betti avec un modèle génératif,2013,fr,3
405,Extraction et filtrage de syntagmes nominaux pour la Recherche d'Information,2013,fr,2
406,Extraction optimisée de Règles d'Association Positives et Négatives (RAPN),2013,fr,2
407,Grille bivariée pour la détection de changement dans un flux étiqueté,2013,fr,3
408,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique,2013,fr,4
409,Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli,2013,fr,3
410,Inférence de réseaux biologiques : un défi pour la fouille de données structurées,2013,fr,1
411,Les capitalistes sociaux sur Twitter : détection via des mesures de similarité,2013,fr,2
412,Modèle de Recherche d'Information Sociale Centré Utilisateur,2013,fr,3
413,Non-disjoint grouping of text documents based Word Sequence Kernel,2013,en,3
414,Nouvelle approche de bi-partitionnement topologique,2013,fr,3
415,Paramétrage intelligent de l'alignement d'ontologies par l'intégrale de Choquet,2013,fr,3
416,Processus itératif d'extraction de classes en non supervisée,2013,fr,2
417,Ré-écriture de requêtes dans un système d'intégration sémantique,2013,fr,4
418,Recherche de documents similaires sur le web par segmentations hiérarchiques et extraction de mots-clés,2013,fr,1
419,Réutiliser les connaissances d'expert pour assister l'analyse de l'activité sur simulateur pleine échelle de conduite de centrale nucléaire - Approche à base de M-Trace,2013,fr,2
420,Sélection de variables non supervisée sous contraintes hiérarchiques,2013,fr,3
421,"SNOW, un algorithme exploratoire pour le subspace clustering",2013,fr,2
422,Technique de factorisation multi-biais pour des recommandations dynamiques,2013,fr,3
423,Text2Geo : des données textuelles aux informations géospatiales,2013,fr,5
424,ToTeM: une méthode de détection de communautés adaptées aux réseaux d'information,2013,fr,4
425,"Towards a New Science of Big Data Analytics, based on the Geometry and the Topology of Complex, Hierarchic Systems",2013,en,1
426,Un Critère d'évaluation pour la construction de variables à base d'itemsets pour l'apprentissage supervisé multi-tables,2013,fr,3
427,Un système hybride de recherche d'information intégrant le raisonnement à partir de cas et la composition d'ontologies,2013,fr,3
428,Une approche en programmation par contraintes pour la classification non supervisée,2013,fr,3
429,Une nouvelle mesure pour l'évaluation des méthodes d'extraction de thématiques : la Vraisemblance Généralisée,2013,fr,4
430,Unsupervised Video Tag Correction System,2013,en,5
431,Validation d'une carte cognitive,2013,it,4
432,Vers un cadre évolutif de classification non supervisée,2013,fr,3
433,Vers une architecture multicouche d'ontologies dédiée à la résolution mixte de problèmes,2013,fr,3
434,Vers une Automatisation de la Construction de Variables pour la Classification Supervisée,2013,fr,2
435,Vers une mesure de similarité pour les séquences complexes,2013,fr,6
436,Visualisation radiale : approche parallèle entre CPU et GPU,2013,fr,3
437,Antipattern Detection inWeb Ontologies: an Experiment using SPARQL Queries,2012,en,5
438,Apprentissage d'ensemble d'opérateurs de projection orthogonale pour la détection de nouveauté,2012,fr,2
439,Apprentissage par analyse linéaire discriminante des paramètres de fusion pour la recherche d'information multimédia texte-image,2012,fr,5
440,Biological event extraction using SVM and composite kernel function,2012,en,3
441,Caractérisation et extraction de biclusters de valeurs similaires avec l'analyse de concepts triadiques,2012,fr,5
442,Classification Conceptuelle avec Généralisation par Intervalles,2012,fr,2
443,Classification de données EEG par algorithme évolutionnaire pour l'étude d'états de vigilance,2012,fr,5
444,Classification des données catégorielles via la maximisation spectrale de la modularité,2012,fr,2
445,Classification probabiliste non supervisée et visualisation des données séquentielles,2012,fr,3
446,Classification topologique probabiliste pour des données catégorielles,2012,fr,2
447,Clustering de séquences d'activités pour l'étude de procédures neurochirurgicales,2012,fr,5
448,Clustering hiérarchique non paramétrique de données fonctionnelles,2012,fr,3
449,Clustering multi-niveaux de graphes : hiérarchique et topologique,2012,fr,3
450,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques,2012,fr,4
451,Combinaison de classification supervisée et non-supervisée par la théorie des fonctions de croyance,2012,fr,3
452,Community Detection in Social Networks with Attribute and Relationship Data,2012,en,2
453,Découverte de règles d'association pour l'aide à la prévision des accidents maritimes,2012,fr,2
454,Détection de groupes outliers en classification non supervisée,2012,fr,3
455,Détection non supervisée d'une sous-population par méthode d'ensemble et changement de représentation itératif,2012,fr,2
456,Development of a distributed recommender system using the Hadoop Framework,2012,en,3
457,Evaluating Bayesian Networks by Sampling with Simplified Assumptions,2012,en,2
458,Evaluation rapide du diamètre d'un graphe,2012,fr,3
459,Exploitation de l'asymétrie entre termes pour l'extraction automatique de taxonomies à partir de textes,2012,fr,4
460,Extraction d'opinions appliquée à des critères,2012,fr,5
461,Extraction de co-variations entre des propriétés de sommets et leur position topologique dans un graphe attribué,2012,fr,4
462,Extraction de Dépendances Fonctionnelles Approximatives,2012,fr,2
463,Extraction de Liens Fréquents dans les Réseaux Sociaux,2012,fr,2
464,Extraction de séquences fréquentes avec intervalles d'incertitude,2012,fr,4
465,Extraction de sous-parties ciblées d'une ontologie généraliste pour enrichir une ontologie particulière,2012,fr,3
466,Extraction et gestion d'informations pour la construction d'une base vidéo d'apprentissage,2012,fr,1
467,Extraction incrémentale de séquences fréquentes dans un flux d'itemsets,2012,fr,2
468,Human Detection by a Small Autonomous Mobile Robot,2012,en,3
469,Identification et caractérisation de différents types de boycott par des méthodes d'Analyse de Données,2012,fr,2
470,K-moyennes contraintes par un classifieur Application à la personnalisation de scores de campagnes,2012,fr,3
471,L'extraction de règles de dépendance bien définies entre ensembles de variables multivaluées,2012,fr,1
472,Méta-règles pour la génération de règles négatives,2012,fr,2
473,Mining Genetic Interactions in Genome-Wide Association Study,2012,en,1
474,Modèle de supervision d'interactions non-intrusif basé sur les ontologies,2012,fr,4
475,PLS path modeling and regularized generalized canonical correlation analysis for multi-block data analysis,2012,en,1
476,Prétraitement Supervisé des Variables Numériques pour la Fouille de Données Multi-Tables,2012,fr,3
477,Raisonner sur une ontologie cartographique pour concevoir des légendes de cartes,2012,fr,3
478,Recherche d'Information Agrégée dans des documents XML basée sur les Réseaux Bayésiens,2012,fr,3
479,Relational Learning from Spatial Data: Retrospect and Prospect,2012,en,1
480,Réorganisation hiérarchique de visualisations dans OLAP,2012,fr,4
481,Représentations de services web : impact sur la découverte et la recommandation,2012,fr,4
482,RICSH : Recherche d'information contextuelle par segmentation thématique de documents,2012,fr,3
483,Sélection Bayésienne de Modèles avec Prior Dépendant des Données,2012,fr,1
484,Solving Problems with Visual Analytics: Challenges and Applications,2012,en,1
485,Structuration des décisions de jurisprudence basée sur une ontologie juridique en langue arabe,2012,fr,3
486,SweetDeki : le wiki sémantique couteau suisse du réseau social ISICIL,2012,fr,3
487,TMD-MINER : Une nouvelle approche pour la détection des diffuseurs dans un système communautaire,2012,fr,3
488,Topological Decomposition and Heuristics for High Speed Clustering of Complex Networks,2012,en,2
489,Transformation de l'espace de description pour l'apprentissage par transfert,2012,fr,3
490,Un algorithme de classification automatique pour des données relationnelles multi-vues,2012,fr,4
491,Un assistant utilisateur pour le choix et le paramétrage des méthodes de fouille visuelle de données,2012,fr,4
492,Un environnement efficace pour la classification d'images à grande échelle,2012,fr,2
493,Une approche multidimensionnelle basée sur les comportements individuels pour la prédiction de la diffusion de l'information sur Twitter,2012,fr,3
494,Une distance hiérarchique basée sur la sémantique pour la comparaison d'histogrammes nominaux,2012,fr,1
495,User Evaluation: Why?,2012,en,1
496,Utilisation d'invariants pour une médiation inter-domaines de modèles utilisateurs : ressources invariantes et invariants sémantiques,2012,fr,3
497,Validation et optimisation d'une décomposition hiérarchique de graphes,2012,fr,1
498,Vers la construction d'un observatoire des pratiques agricoles : gestion et propagation de l'imprécision des données agronomiques,2012,fr,5
499,Vers une approche efficace d'extraction de motifs spatio-séquentiels,2012,fr,5
500,Vers une méthode automatique de construction de hiérarchies contextuelles,2012,fr,4
501,Webmarks : Le marquage d'intérêt sur le Web de données,2012,fr,2
502,@KRex : une méthode de construction des connaissances pour la maîtrise des activités à risques - application au domaine de la sécurité nucléaire,2011,fr,3
503,A la recherche des tweets porteurs d'informations journalistiques,2011,fr,4
504,Acquisition de structures lexico-sémantiques à partir de textes : un nouveau cadre de travail fondé sur une structuration prétopologique,2011,fr,3
505,Adaptation de l'algorithme CART pour la tarification des risques en assurance non-vie,2011,fr,3
506,Agrégation robuste de données massives à la volée : application aux compteurs électriques communicants,2011,fr,2
507,Aide à l'Analyse Visuelle de Réseaux Sociaux pour la Détection de Comportements Suspects,2011,fr,4
508,Algorithmes de recherche exhaustif et guidé pour la recommandation d'un expert dans un réseau professionnel,2011,fr,1
509,Analyse comparative de méthodologies et d'outils de construction automatique d'ontologies à partir de ressources textuelles,2011,fr,4
510,Analyse du comportement limite d'indices probabilistes pour une sélection discriminante,2011,fr,2
511,Analyse factorielle des correspondances hiérarchique pour la fouille d'images,2011,fr,4
512,Analyse spatiotemporelle des vecteurs de mouvement : application au comptage des personnes,2011,fr,4
513,Annotation d'entités nommées par extraction de règles de transduction,2011,fr,2
514,Apport de la catégorisation iconique pour la gestion coopérative des connaissances1,2011,fr,3
515,Apport des données thématiques dans les systèmes de recommandation : hybridation et démarrage à froid,2011,fr,4
516,Apprendre les contraintes topologiques dans les cartes auto-organisatrices,2011,fr,2
517,Apprentissage génératif de la structure de réseaux logiques de Markov à partir d'un graphe des prédicats,2011,fr,3
518,"Cartes cognitives : une exploitation à base d'échelle, vue et profil",2011,fr,4
519,Catégorisation des mesures d'intérêt pour l'extraction des connaissances,2011,fr,3
520,Classificateurs aléatoires Topologiques à base de graphes de voisinage,2011,fr,2
521,Classification des aéronefs par estimation de la pose,2011,fr,4
522,Closed-set-based Discovery of Representative Association Rules Revisited,2011,en,2
523,Comparaison entre deux indices pour l'évaluation probabiliste discriminante des règles d'association,2011,fr,2
524,Complex Information Processing,2011,en,1
525,Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA,2011,fr,2
526,Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés.,2011,fr,4
527,Construction ontologique à partir de séquences d'expression de champignons,2011,fr,4
528,Data stream summarization by on-line histograms clustering,2011,en,3
529,Découverte de motifs d'évolution significatifs dans les séries temporelles d'images satellites,2011,fr,3
530,Des graphes de documents aux réseaux sociaux,2011,fr,2
531,Détection de changements de distribution dans un flux de données : une approche supervisée,2011,fr,2
532,Détection de redondances dans les tableaux guidée par une ontologie,2011,fr,4
533,Détection des profils à long terme et à court terme dans les réseaux sociaux,2011,fr,3
534,Early Classification on Temporal Sequences,2011,en,1
535,Entropic-Genetic Clustering,2011,en,3
536,Equilibrer l'analyse des motifs fréquents,2011,fr,3
537,Equivalence topologique entre mesures de proximité,2011,fr,3
538,Estimation de la densité d'arcs dans les graphes de grande taille: une alternative à la détection de clusters,2011,fr,1
539,Être ou ne pas être usager d'internet telle est la question ?,2011,fr,4
540,Evaluation des outils d'extraction terminologique Quezao et Acabit,2011,fr,3
541,Extraction de motifs séquentiels contextuels,2011,fr,2
542,Extraction de motifs temporels à partir de séquences d'événements avec intervalles temporels,2011,fr,2
543,Extraction et Analyse de réseaux sociaux issus de Bases de Données Relationnelles,2011,fr,6
544,Extraction sous contraintes d'ensembles de cliques homogènes,2011,fr,5
545,Heuristique pour l'extraction de motifs ensemblistes bruités,2011,fr,3
546,Import automatique et interactif de données dans les systèmes de visualisations,2011,fr,2
547,Intégration de données haptiques brutes dans des systèmes experts de diagnostic des connaissances,2011,fr,2
548,Interprétation graphique de la courbe ROC,2011,fr,1
549,Interprétation spectrale de la classification relationnelle,2011,it,2
550,Introduction de l'ingénierie ontologique dans la méthodologie de développement des progiciels de gestion des collectivités territoriales,2011,fr,2
551,ISICIL : Intégration Sémantique d'Informations à travers des Communautés d'Intelligence en Ligne,2011,fr,10
552,Les moteurs de wikis sémantiques : un état de l'art,2011,fr,4
553,M3A : Une plateforme d'ingénierie de maintenance assistée par apprentissage automatique,2011,fr,2
554,Mesure de concordance pour les bases de données évidentielles,2011,fr,3
555,Mesures d'hétérogénéité sémantique des systèmes P2P non-structurés,2011,fr,3
556,Mixer les moyens pour extraire les gloses,2011,fr,3
557,"Mobility, Data Mining and Privacy: Mining Human Movement Patterns from Trajectory Data",2011,en,1
558,Modèle pour une analyse du phénomène de linéarité de catégories sémantiques dans les énoncés en français,2011,fr,1
559,Modélisation d'une ressource termino-ontologique de domaine pour l'annotation sémantique de tableaux,2011,fr,4
560,Modélisation de la dynamique de phénomènes spatio-temporels par des séquences de motifs,2011,fr,3
561,Modélisation de la propagation de l'information sur le Web : de l'extraction des données à la simulation,2011,fr,4
562,Moteur de questions réponses à partir de données du web sémantique,2011,fr,1
563,Moteur de questions-réponses d'une base de connaissances,2011,fr,2
564,Motifs Séquentiels delta-Libres,2011,ca,3
565,MuMIe: Une Approche Automatique pour l'Interopérabilité des Métadonnées,2011,fr,4
566,Nomao : la recherche géolocalisée personnalisée,2011,fr,1
567,Nouvelle approche de fouille de graphes AC-réduits fréquents,2011,fr,4
568,Optimisation de l'extraction de l'alignement des ontologies avec la contrainte de différence,2011,fr,2
569,Optimisation directe des poids de modèles dans un prédicteur Bayésien naïf moyenné,2011,fr,2
570,Parameter-free association rule mining with yacaree,2011,en,1
571,Point of View Based Clustering of Socio-Semantic Networks,2011,en,3
572,Pondération et classification simultanée de données binaires et continues,2011,fr,3
573,PPMI : étude formelle d'une variante à valeurs positives de la PMI,2011,fr,2
574,Prévision de trajectoires de cyclones à l'aide de forêts aléatoires avec arbres de régression,2011,fr,4
575,Prise en compte du réseau de sources pour la fusion d'informations,2011,fr,4
576,"Propositionaliser des attributs numériques sans les discrétiser, ni les agréger",2011,fr,2
577,Reasoning about the learning process,2011,en,1
578,Reconnaissance d'Actions par Modélisation du Mouvement,2011,fr,4
579,Résumés et interrogations de logs de requêtes OLAP,2011,fr,3
580,Sélection des variables informatives pour l'apprentissage supervisé multi-tables,2011,fr,3
581,Service de recherche Web3.0 de contenus audiovisuels,2011,fr,2
582,Structuration automatique des flux télévisuels par apprentissage non supervisé des répétitions,2011,fr,4
583,Système de recherche de musique adaptable à la perception de chaque utilisateur,2011,fr,1
584,Système pour la catégorisation automatique des offres d'emploi en une typologie de fonctions,2011,fr,1
585,Towards a DistributedWeb Search Engine,2011,en,1
586,Treillis des concepts SKYLINES : Analyse multidimensionnelle des SKYLINES fondée sur les ensembles en accord,2011,fr,4
587,Un critère Bayésien pour évaluer la robustesse des règles de classification,2011,fr,2
588,Un cycle de vie complet pour l'enrichissement sémantique des folksonomies,2011,fr,3
589,Un outil de géolocalisation et de résumé automatique pour faciliter l'accès à l'information dans des corpus d'actualité,2011,fr,4
590,Un outil de navigation dans un espace sémantique,2011,fr,4
591,Un système cellulaire neuro-symbolique pour l'extraction et la gestion des connaissances,2011,fr,3
592,Une Approche à Base de Règles Floues pour les Requêtes à Préférences Contextuelles,2011,fr,3
593,Une mesure de distance dans l'espace des alignements entre parties potentiellement homologues de deux ontologies légères,2011,fr,3
594,Une méthodologie de recommandations produits fondée sur l'actionnabilité et l'intérêt économique des clients,2011,fr,4
595,Une nouvelle approche pour l'extraction non supervisée de critères,2011,fr,6
596,Une nouvelle approche visuelle pour la classification hiérarchique et topologique,2011,fr,2
597,Utilisation d'une ontologie du domaine pour la découverte du contenu de bases de données géographiques,2011,fr,4
598,Utilisation de la Machine Cellulaire pour la Détection des Courriels Indésirables,2011,fr,3
599,Utiliser des résultats d'alignement pour enrichir une ontologie,2011,fr,3
600,Vers la fusion d'informations hétérogènes et partielles pour l'aide au codage diagnostique,2011,fr,7
601,Visualisation de l'intra et inter structure des groupes en classification non supervisée,2011,fr,2
602,AbsTop-K &#945;: un algorithme d'extraction de paires abstraites hautement corrélées pour mieux recommander dans la ”longue traine,2010,fr,3
603,Action Rules and Meta-actions,2010,en,1
604,Affichage de publicités sur des portails web,2010,fr,3
605,"Agrégation de systèmes de fermetures: cas des hiérarchies, topologies et géométries convexes",2010,fr,1
606,Aide à la décision pour la maintenance ferroviaire préventive,2010,fr,3
607,Allier CSPs et motifs locaux pour la découverte de motifs sous contraintes n-aires,2010,fr,3
608,Analyse de documents pédagogiques en vue de leur annotation,2010,fr,3
609,Analyse de séquences d'événements avec TraMineR,2010,fr,4
610,Analyse en ligne d'objets complexes avec l'analyse factorielle,2010,fr,3
611,Analyse globale du flux optique pour la détection d'évènements dans une scène de foule,2010,fr,4
612,Analyse incrémentale des usages pour le routage des requêtes dans les systèmes pairs à pairs,2010,fr,2
613,Applying Markov Logic to Document Annotation and Citation Deduplication,2010,en,2
614,Apport de la technique de fouille de données spatiales dans la prédiction des risques engendrés par les changements climatiques,2010,fr,3
615,Apprentissage de patrons lexico-syntaxiques à partir de textes,2010,fr,2
616,Apprentissage de spécifications de CSP,2010,fr,2
617,Apprentissage supervisé adaptatif de Concepts Formels à partir des données nominales,2010,fr,2
618,Approche biomimétique coopérative pour la visualisation de grands graphes multidimensionels,2010,fr,2
619,Approche complexe de l'analyse de documents anciens,2010,fr,4
620,Approche Sémantique pour la Préservation de la Vie Privée dans les Médias Sociaux,2010,fr,3
621,"Bien cube, les données textuelles peuvent s'agréger !",2010,fr,5
622,Caractériser la terminologie des usagers de santé dans le domaine du cancer du sein,2010,fr,4
623,CARTOCEL : Un outil de cartographie des connaissances guidée par la machine cellulaire CASI,2010,fr,3
624,ChorML : Résumés visuels de bases des données géographiques,2010,fr,4
625,"Classer, discriminer et visualiser des séquences d'événements",2010,fr,4
626,Classification de documents : calcul d'une distance structurelle,2010,fr,3
627,Classification et Selection de caracteristique basees sur les concepts semantiques pour la recherche d'information multimedia,2010,fr,5
628,Classification supervisée pour de grands nombres de classes à prédire : une approche par co-partitionnement des variables explicatives et à expliquer,2010,fr,1
629,CND-Cube : Nouvelle représentation concise sans perte d'information d'un cube de données,2010,fr,4
630,Codage et classification non supervisée d'un corpus maya : extraire des contextes pour situer l'inconnu par rapport au connu,2010,fr,3
631,Combiner approche logique et numérique pour la réconciliation de données et l'alignement d'ontologies,2010,fr,1
632,CombinerWeb 2.0 et Web Sémantique pour réduire les disparités d'expertise au sein de blogs d'entreprise,2010,fr,2
633,Comparaison de critères de pureté pour l'intégration de connaissances en clustering semi-supervisé,2010,fr,3
634,Comparaisons structurelles de grandes bases de données par apprentissage non-supervisé,2010,fr,2
635,Composition de ServicesWeb Basée sur les Réseau Sociaux,2010,fr,4
636,Construction de noyaux pour l'apprentissage supervisé à partir d'arbres aléatoires,2010,fr,3
637,Cubes Fermés / Quotients Émergents,2010,ca,4
638,DaFOE: une plateforme pour construire des ontologies à partir de textes et de thésaurus,2010,fr,10
639,Découverte d'itemsets fréquents fermés sur architectures multicoeurs,2010,fr,4
640,Découverte des dépendances fonctionnelles conditionnelles fréquentes,2010,fr,2
641,Density estimation on data streams : an application to Change Detection,2010,en,3
642,Detecting Anomalies in Data Streams using Statecharts,2010,en,5
643,Détection des mouvements anormaux dans des vidéos,2010,fr,4
644,Développement de méthodes de classification basées sur l'Analyse de Concepts Formels sous la plateforme WEKA,2010,fr,4
645,Differentes variantes GMM-SMOs pour l'identification du locuteur,2010,fr,3
646,Etude comparative des langages de requêtes sémantiques pour l'extraction des liens complexes dans une base de connaissances,2010,fr,2
647,Etude de stabilité de méthodes de sélection de motifs à partir des séquences protéiques,2010,fr,4
648,Expansion de requêtes SQL par une ontologie de domaine,2010,fr,2
649,Explication de décisions de réconciliation : approche fondée sur les réseaux de Petri colorés,2010,fr,3
650,Exploration de dépendances fonctionnelles et de règles d'association avec OLAP,2010,fr,2
651,Extraction d'itemsets distinctifs dans les flux de données,2010,fr,2
652,Extraction de la région d'intérêt d'une personne sur un obstacle,2010,fr,4
653,Extraction de motifs graduels clos,2010,ca,4
654,Extraction de règles d'association séquentielle à l'aide de modèles semi-paramétriques à risques proportionnels,2010,fr,4
655,Extraction des séquences fermées fréquentes à partir de corpus parallèles : Application à la traduction automatique,2010,fr,4
656,Fouille visuelle de données en 3D et réalité virtuelle : état de l'art,2010,fr,3
657,Gestion sémantique des droits d'accès au contenu: l'ontologie AMO,2010,fr,3
658,Identifying the Presence of Communities in Complex Networks Through Topological Decomposition and Component Densities,2010,en,2
659,IncFDs: un nouvel algorithme d'inférence incrémentale des dépendances fonctionnelles,2010,fr,1
660,Indexation et recherche d'images à très grande échelle avec une AFC incrémentale et parallèle sur GPU,2010,fr,4
661,Indice de complexité pour le tri et la comparaison de séquences catégorielles,2010,fr,4
662,Inférence Bayesienne du Maximum d'Entropie pour le Diagnostic du Cancer,2010,fr,2
663,Intégration de Connaissances a Priori dans le Principe du Maximum d'Entropie,2010,fr,2
664,Intégration interactive de contraintes pour la réduction de dimensions et la visualisation,2010,fr,4
665,Interrogation des résumés de flux de données,2010,fr,3
666,K-WORDS LAB : un outil d'analyse des mots clés permettant d'explorer les dynamiques d'un domaine scientifique.,2010,fr,2
667,KGRAM: une machine abstraite de graphes de connaissance,2010,fr,2
668,Le conflit dans la théorie des fonctions de croyance,2010,fr,1
669,Modèle de Langue à base de Concepts pour la Recherche d'Information,2010,fr,2
670,Modélisation et interrogation de données XML multidimensionnelles,2010,fr,3
671,Mysins : Make Your Semantic INformation System,2010,en,7
672,Objective Novelty of Association Rules: Measuring the Confidence Boost1,2010,en,1
673,OSOM : un algorithme de construction de cartes topologiques recouvrantes,2010,fr,1
674,"Pattern Mining: The Past, Present, and Future",2010,en,1
675,PCAR : Nouvelle Approche de Génération de Règles d'Association Cycliques,2010,fr,2
676,PGP-mc : extraction parallèle efficace de motifs graduels,2010,fr,4
677,Prédiction de séries temporelles et applications à l'analyse de séquences vidéo,2010,fr,4
678,PretopoLib: la librairie JAVA de la Prétopologie,2010,fr,2
679,Proposition d'opérateurs OLAP pour un modèle multidimensionnel à base d'objets complexes,2010,fr,2
680,Proposition d'une méthode de classification associative adaptative,2010,fr,2
681,Protein Graph Repository,2010,en,2
682,Recent Advances in Partitioning Clustering Algorithms for Interval-Valued Data,2010,en,1
683,Recherche sémantique sur le Web basée sur l'ontologie Modulaire et le raisonnement à base de cas,2010,fr,4
684,Reconnaissance de concepts basée sur l'apprentissage,2010,fr,2
685,Réduction bi-directionnelle d'images - Vers une méthode d'extraction de caractéristiques multi-niveaux,2010,fr,1
686,REGLO : une nouvelle stratégie pour résumer un flux de séries temporelles,2010,fr,3
687,Regrouper les données textuelles et nommer les groupes à l'aide de classes recouvrantes,2010,fr,3
688,Requêtes skyline avec prise en compte des préférences utilisateurs pour des données volumineuses,2010,fr,4
689,Résumé généraliste de flux de données,2010,fr,2
690,RSS Merger,2010,de,2
691,SALINES : un automate au service de l'extraction de motifs séquentiels multidimensionnels,2010,fr,5
692,Sélection par entropie de descripteurs textuels pour la catégorisation de documents,2010,fr,2
693,Self-Clustering for Identification of Customer Purchase Behaviours,2010,en,3
