id,title,year,language,Nb_authors,title_clean,cluster,theme
314,Comparaison des chemins de Hilbert adaptatif et des graphes de voisinage pour la caractérisation d'un parcellaire agricole,2014,fr,4,comparaison chemin hilbert adaptatif graphe voisinage caractérisation parcellaire agricole,4,Apprentissage automatique et réseaux de connaissances
315,Compréhension de recettes de cuisine utilisateurs par extraction de connaissances intrinsèques,2014,fr,3,compréhension recette cuisine utilisateur extraction connaissance intrinsèque,9,Extraction d’information et analyse documentaire web
316,Construction de cube OLAP à partir d'un entrepôt de données orienté colonnes,2014,fr,4,construction cube olap partir entrepôt donnée orienter colonne,3,Data mining et gestion de flux de données
317,Construction de profils de préférences contextuelles basée sur l'extraction de motifs séquentiels,2014,fr,3,construction profil préférence contextuel baser extraction motif séquentiel,1,Analyse de motifs et séquences dans les données
318,De l'ombre à la lumière : plus de visibilité sur l'Eclipse,2014,fr,3,ombre lumière visibilité eclipse,4,Apprentissage automatique et réseaux de connaissances
319,De nouvelles pondérations adaptées à la classification de petits volumes de données textuelles,2014,fr,3,pondération adapter classification petit volume donnée textuel,3,Data mining et gestion de flux de données
320,Des humanités au numérique : interdisciplinarité et réciprocité,2014,fr,1,humanité numérique interdisciplinarité réciprocité,4,Apprentissage automatique et réseaux de connaissances
321,Détection d'opinions dans des tweets,2014,fr,4,détection opinion tweet,4,Apprentissage automatique et réseaux de connaissances
322,Détection de changements dans des flots de données qualitatives,2014,fr,4,détection changement flot donnée qualitatif,3,Data mining et gestion de flux de données
323,Détection de situations à risque basée sur des détecteurs de mouvement à domicile pour les personnes dépendantes,2014,fr,4,détection situation risque baser détecteur mouvement domicile dépendant,4,Apprentissage automatique et réseaux de connaissances
324,Du texte à la base de données géographiques,2014,fr,3,texte base donnée géographique,3,Data mining et gestion de flux de données
325,Dynamique des communautés par prédiction d'interactions dans les réseaux sociaux,2014,fr,2,dynamique communauté prédiction interaction réseau social,4,Apprentissage automatique et réseaux de connaissances
326,Evaluation de la pertinence dans un système de recommandation sémantique de nouvelles économiques,2014,fr,3,evaluation pertinence système recommandation sémantique économique,4,Apprentissage automatique et réseaux de connaissances
327,Exploration d'une collection de chansons à partir d'une interface de visualisation basée sur une analyse des paroles,2014,fr,3,exploration collection chanson partir interface visualisation baser analyse parole,7,Visualisation et exploration interactive de données
328,Extension de l'étiquetage géographique des pixels d'une image par fouille de données,2014,fr,4,extension étiquetage géographique pixel image fouille donnée,8,Recherche d’information et traitement d’images
329,Extraction de motifs dans des graphes orientés attribués en présence d'automorphisme,2014,fr,4,extraction motif graphe orienté attribuer présence automorphisme,1,Analyse de motifs et séquences dans les données
330,Extraction de règles d'épisodes minimales dans des séquences complexes,2014,fr,3,extraction règle épisode minimal séquence complexe,5,Analyse de séries temporelles et données spatio-temporelles
331,Extraire les motifs minimaux efficacement et en profondeur,2014,fr,2,extraire motif minimal efficacement profondeur,1,Analyse de motifs et séquences dans les données
332,Fouille de données par programmation visuelle structurée avec KD-Ariane,2014,fr,2,fouille donnée programmation visuel structurer kd ariane,3,Data mining et gestion de flux de données
333,Fouille de motifs séquentiels pour l'élicitation de stratégies à partir de traces d'interactions entre agents en compétition,2014,fr,4,fouille motif séquentiel élicitation stratégie partir trace interaction entrer agent compétition,1,Analyse de motifs et séquences dans les données
334,Généralisation des k-moyennes pour produire des recouvrements ajustables,2014,fr,3,généralisation k moyenne produire recouvrement ajustable,4,Apprentissage automatique et réseaux de connaissances
335,Génération d'un extrait textuel à partir de bases de données,2014,fr,3,génération extrait textuel partir base donnée,3,Data mining et gestion de flux de données
336,Granularité des motifs de co-variations dans des graphes attribués dynamiques,2014,fr,3,granularité motif graphe attribué dynamique,1,Analyse de motifs et séquences dans les données
337,Identification de classes non-disjointes ayants des densités différentes,2014,fr,3,identification classe densité,4,Apprentissage automatique et réseaux de connaissances
338,Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter,2014,fr,3,identification rôle communautaire réseau orienter appliquer twitter,4,Apprentissage automatique et réseaux de connaissances
340,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation,2014,fr,4,intégration forme représentation spatial modèle simulation,7,Visualisation et exploration interactive de données
341,Intégration et visualisation de données liées thématiques sur un référentiel géographique,2014,fr,3,intégration visualisation donnée lier thématique référentiel géographique,7,Visualisation et exploration interactive de données
342,Investigation visuelle d'événements dans un grand flot de liens,2014,fr,2,investigation visuel événement grand flot lien,4,Apprentissage automatique et réseaux de connaissances
343,L'utilisation des entités nommées pour l'expansion sémantique des requêtes Web,2014,fr,3,utilisation entité nommer expansion sémantique requête web,9,Extraction d’information et analyse documentaire web
344,La subjectivité dans le discours médical : sur les traces de l'incertitude et des émotions,2014,fr,2,subjectivité discours médical trace incertitude émotion,4,Apprentissage automatique et réseaux de connaissances
345,Les nouvelles théories de l'incertain,2014,fr,1,théorie incertain,4,Apprentissage automatique et réseaux de connaissances
346,"LOCAL-GENERATOR : ""diviser pour régner"" pour l'extraction des traverses minimales d'un hypergraphe",2014,fr,3,local generator diviser régner extraction traverse minimal hypergraphe,9,Extraction d’information et analyse documentaire web
347,Méthodologie 3-way d'extraction d'un modèle articulatoire de la parole à partir des données d'un locuteur,2014,fr,2,méthodologie extraction modèle articulatoire parole partir donnée locuteur,9,Extraction d’information et analyse documentaire web
349,Modélisation de trajectoires cible/caméra : requêtes spatio-temporelles dans le cadre de la videosurveillance,2014,fr,3,modélisation trajectoire cibl caméra requête spatio temporel cadre videosurveillance,5,Analyse de séries temporelles et données spatio-temporelles
350,Motifs récursifs : extraction ascendante hiérarchique d'ensembles d'items ou d'évènements pour le résumé de données transactionnelles ou séquentielles,2014,fr,1,motif récursif extraction ascendant hiérarchique ensemble item évènement résumé donnée transactionnel séquentiel,1,Analyse de motifs et séquences dans les données
351,Passage aux noyaux en classification recouvrante,2014,fr,1,passage noyau classification recouvrant,4,Apprentissage automatique et réseaux de connaissances
352,Pondération de blocs de variables en bi-partitionnement topologique,2014,fr,3,pondération bloc variable topologique,4,Apprentissage automatique et réseaux de connaissances
353,Prédiction de valeurs manquantes dans les bases de données— Une première approche fondée sur la notion de proportion analogique,2014,fr,3,prédiction valeur manquante base approche fonder notion proportion analogique,4,Apprentissage automatique et réseaux de connaissances
354,Que ressentent les patients ?,2014,fr,6,ressentir patient,4,Apprentissage automatique et réseaux de connaissances
355,Réconciliation des profils dans les réseaux sociaux,2014,fr,4,réconciliation profil réseau social,4,Apprentissage automatique et réseaux de connaissances
356,Reconstruction et analyse sémantique de chronologies cybercriminelles,2014,fr,4,reconstruction analyse sémantique chronologie cybercriminelle,4,Apprentissage automatique et réseaux de connaissances
357,Règles d'association inter-langues au service de la recherche d'information multilingue,2014,fr,4,règle association service recherche information multilingue,6,Règles d’association et génération de connaissances
359,Requêtes skyline en présence d'exceptions,2014,fr,3,requêtes skylin présence exception,4,Apprentissage automatique et réseaux de connaissances
360,Sélection d'une méthode de classification multi-label pour un système interactif,2014,fr,3,sélection méthode classification système interactif,7,Visualisation et exploration interactive de données
361,Sélection de prototypes en vue d'une catégorisation de textes avec les K plus proches voisins : étude comparative,2014,fr,4,sélection prototype vue catégorisation texte k voisin étude comparatif,4,Apprentissage automatique et réseaux de connaissances
362,Sous échantillonnage et machine à noyaux élastiques pour la classification de données de mouvement capturé,2014,fr,3,sou échantillonnage machine noyau élastique classification donnée mouvement capturer,3,Data mining et gestion de flux de données
363,Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales,2014,fr,2,stratégie argumentatif classification collaboratif multicritère connaissance crucial,4,Apprentissage automatique et réseaux de connaissances
364,Symétries et Extraction de Motifs Ensemblistes,2014,fr,5,symétrie extraction motif ensemblistes,1,Analyse de motifs et séquences dans les données
366,Un système de détection de thématiques populaires sur Twitter,2014,fr,2,système détection thématique populaire twitter,4,Apprentissage automatique et réseaux de connaissances
367,Une approche algébrique au problème du consensus de partitions,2014,fr,3,approche algébrique problème consensus partition,4,Apprentissage automatique et réseaux de connaissances
368,Une approche basée sur STATIS pour la fusion de cartes topologiques auto-organisées,2014,fr,5,approche baser stati fusion carte topologique,4,Apprentissage automatique et réseaux de connaissances
369,Une approche PPC pour la fouille de données séquentielles,2014,fr,3,approche ppc fouille donnée séquentiel,3,Data mining et gestion de flux de données
370,Une approcheWeb sémantique et combinatoire pour un système de recommandation sensible au contexte appliqué à l'apprentissage mobile,2014,fr,3,approcheweb sémantique combinatoire système recommandation sensible contexte appliquer apprentissage mobile,4,Apprentissage automatique et réseaux de connaissances
371,Une heuristique pour le paramétrage automatique de l'algorithme de clustering spectral,2014,fr,3,heuristique paramétrage automatique algorithme clustering spectral,4,Apprentissage automatique et réseaux de connaissances
372,Une méthode hybride pour la prédiction du profil des auteurs,2014,fr,3,méthod hybride prédiction profil auteur,4,Apprentissage automatique et réseaux de connaissances
373,Une méthode pour caractériser les communautés des réseaux dynamiques à attributs,2014,fr,4,méthode caractériser communauté réseau dynamique attribut,4,Apprentissage automatique et réseaux de connaissances
374,Une méthode pour la détection de thématiques populaires sur Twitter,2014,fr,2,méthode détection thématique populaire twitter,4,Apprentissage automatique et réseaux de connaissances
375,Une nouvelle approche pour la sélection de variables basée sur une métrique d'estimation de la qualité,2014,fr,3,approche sélection variable baser métrique estimation qualité,4,Apprentissage automatique et réseaux de connaissances
376,Utilisation de relations ontologiques pour la comparaison d'images décrites par des annotations sémantiques,2014,fr,2,utilisation relation ontologique comparaison image décrire annotation sémantique,8,Recherche d’information et traitement d’images
377,Vectorisation paramétrée des données textuelles,2014,fr,5,vectorisation paramétrer donnée textuel,3,Data mining et gestion de flux de données
378,Vers une classification non supervisée adaptée pour obtenir des arbres de décision simplifiés,2014,fr,4,classification non superviser adapter obtenir arbre décision simplifier,4,Apprentissage automatique et réseaux de connaissances
379,Vers une modularité pour données vectorielles,2014,fr,4,modularité donnée vectoriel,3,Data mining et gestion de flux de données
380,Visualisation de données de prosopographie pour la reconstruction de carrières de personnages et de réseaux socio-professionnels,2014,fr,2,visualisation donnée prosopographie reconstruction carrière personnage réseau,7,Visualisation et exploration interactive de données
381,20 ans de découverte de motifs : une étude bibliographique quantitative,2013,fr,3,an découverte motif étude bibliographique quantitatif,1,Analyse de motifs et séquences dans les données
382,3D : de nouvelles perspectives en fouille exploratoire avec la stéréoscopie,2013,fr,3,perspective fouille exploratoire stéréoscopie,4,Apprentissage automatique et réseaux de connaissances
384,Accélération de la méthode des K plus proches voisins pour la catégorisation de textes,2013,fr,4,accélération méthode k voisin catégorisation texte,4,Apprentissage automatique et réseaux de connaissances
385,Analyse conceptuelle de données de simulation de systèmes complexes pour l'aide à la décision : Application à la conception d'une cabine d'avion,2013,fr,5,analyse conceptuel donnée simulation système complexe aide décision application conception cabine avion,2,Aide à la décision et analyse multidimensionnelle
386,Analyse de réseaux sociaux par l'analyse formelle de concepts,2013,fr,1,analyse réseau social analyse formel concept,4,Apprentissage automatique et réseaux de connaissances
387,Analyse des réclamations d'allocataires de la CAF : un cas d'étude en fouille de données,2013,fr,5,analyse réclamation allocataire caf cas étude fouille donnée,3,Data mining et gestion de flux de données
388,Analyse Relationnelle de Concepts pour l'exploration de données relationnelles,2013,fr,4,analyse relationnelle concepts exploration donnée relationnel,3,Data mining et gestion de flux de données
389,Approche orientée objet sémantique et coopérative pour la classification des images de zones urbaines à très haute résolution,2013,fr,4,approche orienter objet sémantique coopératif classification image zone urbain haute résolution,8,Recherche d’information et traitement d’images
390,Classification multi-étiquettes pour l'alignement multiple de séquences protéiques,2013,fr,4,classification alignement multiple séquence protéique,5,Analyse de séries temporelles et données spatio-temporelles
391,Classifications croisées de données de trajectoires contraintes par un réseau routier,2013,fr,4,classification croiser donnée trajectoire contraindre réseau routier,3,Data mining et gestion de flux de données
392,Comprendre et interpréter les données : enjeux et implantations d'un système de codage dans des gisements de données historiques,2013,fr,2,comprendre interpréter donnée enjeu implantation système codage gisement donnée historique,3,Data mining et gestion de flux de données
393,Construction de descripteurs à partir du coclustering pour la classification supervisée de séries temporelles,2013,fr,2,construction descripteur partir coclustering classification superviser série temporel,5,Analyse de séries temporelles et données spatio-temporelles
394,Découverte des soft-skypatterns avec une approche PPC,2013,fr,5,découverte soft skypatterns approche ppc,4,Apprentissage automatique et réseaux de connaissances
396,Détection efficace des traverses minimales d'un hypergraphe par élimination de la redondance,2013,fr,3,détection efficace traverse minimal hypergraphe élimination redondance,4,Apprentissage automatique et réseaux de connaissances
397,Détection précoce de tendances produits dans le cadre des activités commerciales de la grande distribution,2013,fr,2,détection précoce tendance produire cadre activité commercial grand distribution,4,Apprentissage automatique et réseaux de connaissances
398,Enrichissement d'ontologies grâce à l'annotation sémantique de pages web,2013,fr,4,enrichissement ontologie grâce annotation sémantique page web,0,Ontologies et traitement sémantique du texte
399,Étude des corrélations spatio-temporelles des appels mobiles en France,2013,fr,3,étude corrélation spatio temporel appel mobile france,5,Analyse de séries temporelles et données spatio-temporelles
400,Étude des techniques d'oubli dans les moindres carrés récursifs pour l'apprentissage incrémental de systèmes d'inférence floue évolutifs : application à la reconnaissance de formes,2013,fr,3,étude technique oubli moindre carré récursif apprentissage incrémental système inférence flou évolutif application reconnaissance forme,4,Apprentissage automatique et réseaux de connaissances
401,Évolution d'une ontologie dédiée à la représentation de relations n-aires,2013,fr,4,évolution ontologie dédier représentation relation n aire,0,Ontologies et traitement sémantique du texte
402,Extraction de motifs condensés dans un unique graphe orienté acyclique attribué,2013,fr,4,extraction motif condenser unique graphe orienté acyclique attribué,1,Analyse de motifs et séquences dans les données
403,Extraction de motifs fréquents dans des arbres attribués,2013,fr,4,extraction motif fréquent arbre attribuer,1,Analyse de motifs et séquences dans les données
404,Extraction des nombres de Betti avec un modèle génératif,2013,fr,3,extraction nombre betti modèle génératif,9,Extraction d’information et analyse documentaire web
405,Extraction et filtrage de syntagmes nominaux pour la Recherche d'Information,2013,fr,2,extraction filtrage syntagme nominal recherche information,8,Recherche d’information et traitement d’images
406,Extraction optimisée de Règles d'Association Positives et Négatives (RAPN),2013,fr,2,extraction optimiser règle association positif négatives rapn,6,Règles d’association et génération de connaissances
407,Grille bivariée pour la détection de changement dans un flux étiqueté,2013,fr,3,grill bivarier détection changement flux étiqueter,4,Apprentissage automatique et réseaux de connaissances
408,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique,2013,fr,4,identification compatibilité entrer descripteur lieu apprentissage automatique,4,Apprentissage automatique et réseaux de connaissances
409,Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli,2013,fr,3,identification complexe protéine protéine combinaison classifieur application escherichia coli,4,Apprentissage automatique et réseaux de connaissances
410,Inférence de réseaux biologiques : un défi pour la fouille de données structurées,2013,fr,1,inférence réseau biologique défi fouille donnée structurer,3,Data mining et gestion de flux de données
411,Les capitalistes sociaux sur Twitter : détection via des mesures de similarité,2013,fr,2,capitaliste social twitter détection mesure similarité,4,Apprentissage automatique et réseaux de connaissances
412,Modèle de Recherche d'Information Sociale Centré Utilisateur,2013,fr,3,modèle recherche information social centré utilisateur,8,Recherche d’information et traitement d’images
414,Nouvelle approche de bi-partitionnement topologique,2013,fr,3,approche topologique,4,Apprentissage automatique et réseaux de connaissances
415,Paramétrage intelligent de l'alignement d'ontologies par l'intégrale de Choquet,2013,fr,3,paramétrage intelliger alignement ontologie intégrale choquet,0,Ontologies et traitement sémantique du texte
416,Processus itératif d'extraction de classes en non supervisée,2013,fr,2,processus itératif extraction classe non superviser,9,Extraction d’information et analyse documentaire web
417,Ré-écriture de requêtes dans un système d'intégration sémantique,2013,fr,4,requête système intégration sémantique,7,Visualisation et exploration interactive de données
418,Recherche de documents similaires sur le web par segmentations hiérarchiques et extraction de mots-clés,2013,fr,1,recherche document similaire web segmentation hiérarchique extraction,9,Extraction d’information et analyse documentaire web
419,Réutiliser les connaissances d'expert pour assister l'analyse de l'activité sur simulateur pleine échelle de conduite de centrale nucléaire - Approche à base de M-Trace,2013,fr,2,réutiliser connaissance expert assister analyse activité simulateur pleine échell conduite central nucléaire approche base m trace,4,Apprentissage automatique et réseaux de connaissances
420,Sélection de variables non supervisée sous contraintes hiérarchiques,2013,fr,3,sélection variable non superviser sou contrainte hiérarchique,4,Apprentissage automatique et réseaux de connaissances
421,"SNOW, un algorithme exploratoire pour le subspace clustering",2013,fr,2,snow algorithme exploratoire subspace clustering,4,Apprentissage automatique et réseaux de connaissances
422,Technique de factorisation multi-biais pour des recommandations dynamiques,2013,fr,3,technique factorisation recommandation dynamique,4,Apprentissage automatique et réseaux de connaissances
423,Text2Geo : des données textuelles aux informations géospatiales,2013,fr,5,donnée textuel information géospatiale,3,Data mining et gestion de flux de données
424,ToTeM: une méthode de détection de communautés adaptées aux réseaux d'information,2013,fr,4,totem méthode détection communauté adapter réseau information,4,Apprentissage automatique et réseaux de connaissances
426,Un Critère d'évaluation pour la construction de variables à base d'itemsets pour l'apprentissage supervisé multi-tables,2013,fr,3,critère évaluation construction variable base itemset apprentissage superviser,4,Apprentissage automatique et réseaux de connaissances
427,Un système hybride de recherche d'information intégrant le raisonnement à partir de cas et la composition d'ontologies,2013,fr,3,système hybride recherche information intégrer raisonnement partir cas composition ontologie,8,Recherche d’information et traitement d’images
428,Une approche en programmation par contraintes pour la classification non supervisée,2013,fr,3,approche programmation contrainte classification non superviser,4,Apprentissage automatique et réseaux de connaissances
429,Une nouvelle mesure pour l'évaluation des méthodes d'extraction de thématiques : la Vraisemblance Généralisée,2013,fr,4,mesure évaluation méthode extraction thématique vraisemblance généralisée,9,Extraction d’information et analyse documentaire web
432,Vers un cadre évolutif de classification non supervisée,2013,fr,3,cadre évolutif classification non superviser,4,Apprentissage automatique et réseaux de connaissances
433,Vers une architecture multicouche d'ontologies dédiée à la résolution mixte de problèmes,2013,fr,3,architecture multicouche ontologie dédier résolution mixte problème,0,Ontologies et traitement sémantique du texte
434,Vers une Automatisation de la Construction de Variables pour la Classification Supervisée,2013,fr,2,automatisation construction variable classification supervisée,4,Apprentissage automatique et réseaux de connaissances
435,Vers une mesure de similarité pour les séquences complexes,2013,fr,6,mesure similarité séquence complexe,5,Analyse de séries temporelles et données spatio-temporelles
436,Visualisation radiale : approche parallèle entre CPU et GPU,2013,fr,3,visualisation radial approche parallèle entrer cpu gpu,7,Visualisation et exploration interactive de données
438,Apprentissage d'ensemble d'opérateurs de projection orthogonale pour la détection de nouveauté,2012,fr,2,apprentissage ensemble opérateur projection orthogonal détection nouveauté,4,Apprentissage automatique et réseaux de connaissances
439,Apprentissage par analyse linéaire discriminante des paramètres de fusion pour la recherche d'information multimédia texte-image,2012,fr,5,apprentissage analyse linéaire discriminant paramètre fusion recherche information multimédia texte image,8,Recherche d’information et traitement d’images
441,Caractérisation et extraction de biclusters de valeurs similaires avec l'analyse de concepts triadiques,2012,fr,5,caractérisation extraction bicluster valeur similaire analyse concept triadique,9,Extraction d’information et analyse documentaire web
442,Classification Conceptuelle avec Généralisation par Intervalles,2012,fr,2,classification conceptuel généralisation intervalles,4,Apprentissage automatique et réseaux de connaissances
443,Classification de données EEG par algorithme évolutionnaire pour l'étude d'états de vigilance,2012,fr,5,classification donnée eeg algorithme évolutionnair étude état vigilance,3,Data mining et gestion de flux de données
444,Classification des données catégorielles via la maximisation spectrale de la modularité,2012,fr,2,classification donnée catégorieller maximisation spectral modularité,3,Data mining et gestion de flux de données
445,Classification probabiliste non supervisée et visualisation des données séquentielles,2012,fr,3,classification probabiliste non superviser visualisation donnée séquentiel,7,Visualisation et exploration interactive de données
446,Classification topologique probabiliste pour des données catégorielles,2012,fr,2,classification topologique probabiliste donnée catégorieller,3,Data mining et gestion de flux de données
447,Clustering de séquences d'activités pour l'étude de procédures neurochirurgicales,2012,fr,5,clustering séquence activité étude procédure neurochirurgical,5,Analyse de séries temporelles et données spatio-temporelles
448,Clustering hiérarchique non paramétrique de données fonctionnelles,2012,fr,3,clustering hiérarchique non paramétrique donnée fonctionnel,3,Data mining et gestion de flux de données
449,Clustering multi-niveaux de graphes : hiérarchique et topologique,2012,fr,3,clustering graphe hiérarchique topologique,4,Apprentissage automatique et réseaux de connaissances
450,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques,2012,fr,4,combinaison classificateur simple sélection rapide caractéristique,4,Apprentissage automatique et réseaux de connaissances
451,Combinaison de classification supervisée et non-supervisée par la théorie des fonctions de croyance,2012,fr,3,combinaison classification superviser théorie fonction croyance,4,Apprentissage automatique et réseaux de connaissances
453,Découverte de règles d'association pour l'aide à la prévision des accidents maritimes,2012,fr,2,découverte règle association aide prévision accident maritime,6,Règles d’association et génération de connaissances
454,Détection de groupes outliers en classification non supervisée,2012,fr,3,détection groupe outlier classification non superviser,4,Apprentissage automatique et réseaux de connaissances
455,Détection non supervisée d'une sous-population par méthode d'ensemble et changement de représentation itératif,2012,fr,2,détection non superviser méthode ensemble changement représentation itératif,4,Apprentissage automatique et réseaux de connaissances
458,Evaluation rapide du diamètre d'un graphe,2012,fr,3,evaluation rapide diamètr graphe,4,Apprentissage automatique et réseaux de connaissances
459,Exploitation de l'asymétrie entre termes pour l'extraction automatique de taxonomies à partir de textes,2012,fr,4,exploitation asymétrie entrer terme extraction automatique taxonomie partir texte,9,Extraction d’information et analyse documentaire web
460,Extraction d'opinions appliquée à des critères,2012,fr,5,extraction opinion appliquer critère,9,Extraction d’information et analyse documentaire web
461,Extraction de co-variations entre des propriétés de sommets et leur position topologique dans un graphe attribué,2012,fr,4,extraction entrer propriété sommet position topologique graphe attribué,9,Extraction d’information et analyse documentaire web
462,Extraction de Dépendances Fonctionnelles Approximatives,2012,fr,2,extraction dépendance fonctionnelle approximatives,9,Extraction d’information et analyse documentaire web
463,Extraction de Liens Fréquents dans les Réseaux Sociaux,2012,fr,2,extraction lien fréquent réseau sociaux,9,Extraction d’information et analyse documentaire web
464,Extraction de séquences fréquentes avec intervalles d'incertitude,2012,fr,4,extraction séquence fréquent intervalle incertitude,5,Analyse de séries temporelles et données spatio-temporelles
465,Extraction de sous-parties ciblées d'une ontologie généraliste pour enrichir une ontologie particulière,2012,fr,3,extraction cibler ontologie généraliste enrichir ontologie particulier,0,Ontologies et traitement sémantique du texte
466,Extraction et gestion d'informations pour la construction d'une base vidéo d'apprentissage,2012,fr,1,extraction gestion information construction base vidéo apprentissage,9,Extraction d’information et analyse documentaire web
467,Extraction incrémentale de séquences fréquentes dans un flux d'itemsets,2012,fr,2,extraction incrémental séquence fréquent flux itemset,5,Analyse de séries temporelles et données spatio-temporelles
469,Identification et caractérisation de différents types de boycott par des méthodes d'Analyse de Données,2012,fr,2,identification caractérisation type boycott méthode analyse donnée,3,Data mining et gestion de flux de données
470,K-moyennes contraintes par un classifieur Application à la personnalisation de scores de campagnes,2012,fr,3,k moyenne contraindre classifieur application personnalisation score campagne,4,Apprentissage automatique et réseaux de connaissances
471,L'extraction de règles de dépendance bien définies entre ensembles de variables multivaluées,2012,fr,1,extraction règle dépendance bien définie entrer ensemble variable multivaluer,6,Règles d’association et génération de connaissances
472,Méta-règles pour la génération de règles négatives,2012,fr,2,génération règle négatif,6,Règles d’association et génération de connaissances
474,Modèle de supervision d'interactions non-intrusif basé sur les ontologies,2012,fr,4,modèle supervision interaction baser ontologie,0,Ontologies et traitement sémantique du texte
476,Prétraitement Supervisé des Variables Numériques pour la Fouille de Données Multi-Tables,2012,fr,3,prétraitement supervisé variable numériques fouille donnée,3,Data mining et gestion de flux de données
477,Raisonner sur une ontologie cartographique pour concevoir des légendes de cartes,2012,fr,3,raisonner ontologie cartographique concevoir légende carte,0,Ontologies et traitement sémantique du texte
478,Recherche d'Information Agrégée dans des documents XML basée sur les Réseaux Bayésiens,2012,fr,3,recherche information agréger document xml baser réseau bayésiens,8,Recherche d’information et traitement d’images
480,Réorganisation hiérarchique de visualisations dans OLAP,2012,fr,4,réorganisation hiérarchique visualisation olap,7,Visualisation et exploration interactive de données
481,Représentations de services web : impact sur la découverte et la recommandation,2012,fr,4,représentation service web impact découverte recommandation,9,Extraction d’information et analyse documentaire web
482,RICSH : Recherche d'information contextuelle par segmentation thématique de documents,2012,fr,3,ricsh recherche information contextuel segmentation thématique document,8,Recherche d’information et traitement d’images
483,Sélection Bayésienne de Modèles avec Prior Dépendant des Données,2012,fr,1,sélection bayésienne modèles prior dépendre donnée,3,Data mining et gestion de flux de données
485,Structuration des décisions de jurisprudence basée sur une ontologie juridique en langue arabe,2012,fr,3,structuration décision jurisprudence baser ontologie juridique langue arabe,0,Ontologies et traitement sémantique du texte
486,SweetDeki : le wiki sémantique couteau suisse du réseau social ISICIL,2012,fr,3,sweetdeki wiki sémantique couteau suisse réseau social isicil,4,Apprentissage automatique et réseaux de connaissances
487,TMD-MINER : Une nouvelle approche pour la détection des diffuseurs dans un système communautaire,2012,fr,3,tmd miner approche détection diffuseur système communautaire,4,Apprentissage automatique et réseaux de connaissances
489,Transformation de l'espace de description pour l'apprentissage par transfert,2012,fr,3,transformation espace description apprentissage transfert,4,Apprentissage automatique et réseaux de connaissances
490,Un algorithme de classification automatique pour des données relationnelles multi-vues,2012,fr,4,algorithme classification automatique donnée relationnel,3,Data mining et gestion de flux de données
491,Un assistant utilisateur pour le choix et le paramétrage des méthodes de fouille visuelle de données,2012,fr,4,assister utilisateur choix paramétrage méthode fouille visuel donnée,3,Data mining et gestion de flux de données
492,Un environnement efficace pour la classification d'images à grande échelle,2012,fr,2,environnement efficace classification image grand échelle,8,Recherche d’information et traitement d’images
493,Une approche multidimensionnelle basée sur les comportements individuels pour la prédiction de la diffusion de l'information sur Twitter,2012,fr,3,approche multidimensionnel baser comportement individuel prédiction diffusion information twitter,2,Aide à la décision et analyse multidimensionnelle
494,Une distance hiérarchique basée sur la sémantique pour la comparaison d'histogrammes nominaux,2012,fr,1,distance hiérarchique baser sémantique comparaison histogramme nominal,4,Apprentissage automatique et réseaux de connaissances
496,Utilisation d'invariants pour une médiation inter-domaines de modèles utilisateurs : ressources invariantes et invariants sémantiques,2012,fr,3,utilisation invariant médiation modèle utilisateur ressource invariant invariant sémantique,4,Apprentissage automatique et réseaux de connaissances
497,Validation et optimisation d'une décomposition hiérarchique de graphes,2012,fr,1,validation optimisation décomposition hiérarchique graphe,4,Apprentissage automatique et réseaux de connaissances
498,Vers la construction d'un observatoire des pratiques agricoles : gestion et propagation de l'imprécision des données agronomiques,2012,fr,5,construction observatoire pratique agricole gestion propagation imprécision donnée agronomique,3,Data mining et gestion de flux de données
499,Vers une approche efficace d'extraction de motifs spatio-séquentiels,2012,fr,5,approche efficace extraction motif spatio séquentiel,1,Analyse de motifs et séquences dans les données
500,Vers une méthode automatique de construction de hiérarchies contextuelles,2012,fr,4,méthode automatique construction hiérarchie contextuel,4,Apprentissage automatique et réseaux de connaissances
501,Webmarks : Le marquage d'intérêt sur le Web de données,2012,fr,2,webmarks marquage intérêt web donnée,9,Extraction d’information et analyse documentaire web
502,@KRex : une méthode de construction des connaissances pour la maîtrise des activités à risques - application au domaine de la sécurité nucléaire,2011,fr,3,méthode construction connaissance maîtrise activité risque application domaine sécurité nucléaire,4,Apprentissage automatique et réseaux de connaissances
503,A la recherche des tweets porteurs d'informations journalistiques,2011,fr,4,recherche tweet porteur information journalistique,8,Recherche d’information et traitement d’images
504,Acquisition de structures lexico-sémantiques à partir de textes : un nouveau cadre de travail fondé sur une structuration prétopologique,2011,fr,3,acquisition structure lexico sémantique partir texte cadre travail fonder structuration prétopologiqu,4,Apprentissage automatique et réseaux de connaissances
505,Adaptation de l'algorithme CART pour la tarification des risques en assurance non-vie,2011,fr,3,adaptation algorithme cart tarification risque assurance,4,Apprentissage automatique et réseaux de connaissances
506,Agrégation robuste de données massives à la volée : application aux compteurs électriques communicants,2011,fr,2,agrégation robuste donnée massif volée application compteur électrique communicant,3,Data mining et gestion de flux de données
