id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
284,Un langage d'interrogation à la SPARQL pour les graphes conceptuels,2015,fr,3,3,3,Analyse de Graphes,pas encore,langage interrogation sparql graphe conceptuel
285,Une approche centrée graine pour la détection de communautés dans les réseaux multiplexes,2015,fr,3,3,3,Analyse de Graphes,pas encore,approche centrer graine détection communauté réseau multiplexe
286,Une approche de visualisation analytique pour comparer les modèles de propagation dans les réseaux sociaux,2015,fr,3,3,3,Analyse de Graphes,pas encore,approche visualisation analytique comparer modèle propagation réseau social
287,Une nouvelle formalisation des changements ontologiques composés et complexes,2015,fr,4,4,4,Analyse de Graphes,pas encore,formalisation changement ontologique composer complexe
288,Une nouvelle méthode de Web Usage Mining basée sur une analyse sémiotique du comportement de navigation,2015,fr,3,3,3,Web Mining,pas encore,méthode web usage mining baser analyse sémiotique comportement navigation
289,Une Plateforme ETL parallèle et distribuée pour l'intégration de données massives,2015,fr,4,4,4,Entrepôts de Données,pas encore,plateforme etl parallèle distribuer intégration donnée massif
291,Utilisation des pyramides pour visualiser la contamination des manuscrits,2015,fr,1,1,1,Analyse de Graphes,pas encore,utilisation pyramide visualiser contamination manuscrit
292,Vers la découverte de modèles exceptionnels locaux : des règles descriptives liant les molécules à leurs odeurs,2015,fr,6,6,6,Analyse de Graphes,pas encore,découverte modèle exceptionnel local règle descriptif lier molécule odeur
294,XEWGraph : Outil de Visualisation et Analyse des Hypergraphes pour un Système d'Intelligence Economique,2015,fr,5,5,5,Analyse de Graphes,pas encore,xewgraph outil visualisation analyse hypergraphe système intelligence economique
295,1d-SAX : une nouvelle représentation symbolique pour les séries temporelles,2014,fr,4,4,4,Flux & Temporalité,pas encore,sax représentation symbolique série temporel
296,Agrégation de sac-de-sacs-de-mots pour la recherche d'information par modèles vectoriels,2014,fr,1,1,1,Analyse de Graphes,pas encore,agrégation sac sac mot recherche information modèle vectoriel
297,Alignement d'ontologies : exploitation des ontologies liées sur le web de données,2014,fr,5,5,5,Web Sémantique,pas encore,alignement ontologie exploitation ontologie lier web donnée
298,Annotation sémantique de documents administratifs,2014,fr,4,4,4,Recherche d'Information,pas encore,annotation sémantique document administratif
299,Application du paradigme MapReduce aux données ouvertes Cas : Accessibilité des personnes à mobilité réduite aux musées,2014,fr,4,4,4,Entrepôts de Données,pas encore,application paradigme mapreduce donnée cas accessibilité mobilité réduire musée
300,Apprentissage de fonctions de tri pour la prédiction d'interactions protéine-ARN,2014,fr,4,4,4,Analyse de Graphes,pas encore,apprentissage fonction tri prédiction interaction protéin arn
301,Apprentissage incrémental anytime d'un classifieur Bayésien naïf pondéré,2014,fr,3,3,3,Analyse de Graphes,pas encore,apprentissage incrémental anytim classifieur bayésien naïf pondérer
302,"Apprentissage non supervisé de dépendances syntaxiques à partir de texte étiqueté, plusieurs variantes de PCFG légères",2014,fr,4,4,4,Analyse de Graphes,pas encore,apprentissage non superviser dépendance syntaxique partir texte étiqueter variante pcfg léger
303,Approche formelle de fusion d'ontologies à l'aide des grammaires de graphes typés,2014,fr,4,4,4,Web Sémantique,pas encore,approche formel fusion ontologie aide grammaire graphe typer
304,Approche par motifs pour l'analyse de données multi-résolution,2014,fr,3,3,3,Fouille de Motifs,pas encore,approche motif analyse donnée
307,Classification des actions humaines basée sur les descripteurs spatio-temporels,2014,fr,3,3,3,Flux & Temporalité,pas encore,classification action humain basée descripteur spatio temporel
308,Classification et prédiction du flux solaire,2014,fr,4,4,4,Classification & Clustering,pas encore,classification prédiction flux solaire
309,Classifieur naïf de Bayes pondéré pour flux de données,2014,fr,3,3,3,Entrepôts de Données,pas encore,classifieur naïf bayes pondérer flux donnée
310,Clustering de données relationnelles pour la structuration de flux télévisuels,2014,fr,2,2,2,Entrepôts de Données,pas encore,clustering donnée relationnel structuration flux télévisuel
311,Clustering de séquences d'évènements temporels,2014,fr,4,4,4,Flux & Temporalité,pas encore,clustering séquence évènement temporel
312,Clusters dans les réseaux sociaux : intersections entre liens conceptuels fréquents et communautés,2014,fr,2,2,2,Analyse de Graphes,pas encore,cluster réseau social intersection entrer lien conceptuel fréquent communauter
313,Comment Devenir Cybercondriaque ?,2014,fr,2,2,2,Analyse de Graphes,pas encore,devenir cybercondriaque
314,Comparaison de bornes théoriques pour l'accélération du clustering incrémental en une passe,2014,fr,3,3,3,Analyse de Graphes,pas encore,comparaison borne théorique accélération clustering incrémental passe
315,Comparaison des chemins de Hilbert adaptatif et des graphes de voisinage pour la caractérisation d'un parcellaire agricole,2014,fr,4,4,4,Analyse de Graphes,pas encore,comparaison chemin hilbert adaptatif graphe voisinage caractérisation parcellaire agricole
316,Compréhension de recettes de cuisine utilisateurs par extraction de connaissances intrinsèques,2014,fr,3,3,3,Ingénierie des Données,pas encore,compréhension recette cuisine utilisateur extraction connaissance intrinsèque
317,Construction de cube OLAP à partir d'un entrepôt de données orienté colonnes,2014,fr,4,4,4,Entrepôts de Données,pas encore,construction cube olap partir entrepôt donnée orienter colonne
318,Construction de profils de préférences contextuelles basée sur l'extraction de motifs séquentiels,2014,fr,3,3,3,Fouille de Motifs,pas encore,construction profil préférence contextuel baser extraction motif séquentiel
319,De l'ombre à la lumière : plus de visibilité sur l'Eclipse,2014,fr,3,3,3,Analyse de Graphes,pas encore,ombre lumière visibilité eclipse
320,De nouvelles pondérations adaptées à la classification de petits volumes de données textuelles,2014,fr,3,3,3,Classification & Clustering,pas encore,pondération adapter classification petit volume donnée textuel
321,Des humanités au numérique : interdisciplinarité et réciprocité,2014,fr,1,1,1,Analyse de Graphes,pas encore,humanité numérique interdisciplinarité réciprocité
322,Détection d'opinions dans des tweets,2014,fr,4,4,4,Analyse de Graphes,pas encore,détection opinion tweet
323,Détection de changements dans des flots de données qualitatives,2014,fr,4,4,4,Entrepôts de Données,pas encore,détection changement flot donnée qualitatif
324,Détection de situations à risque basée sur des détecteurs de mouvement à domicile pour les personnes dépendantes,2014,fr,4,4,4,Analyse de Graphes,pas encore,détection situation risque baser détecteur mouvement domicile dépendant
325,Du texte à la base de données géographiques,2014,fr,3,3,3,Entrepôts de Données,pas encore,texte base donnée géographique
326,Dynamique des communautés par prédiction d'interactions dans les réseaux sociaux,2014,fr,2,2,2,Analyse de Graphes,pas encore,dynamique communauté prédiction interaction réseau social
327,Evaluation de la pertinence dans un système de recommandation sémantique de nouvelles économiques,2014,fr,3,3,3,Analyse de Graphes,pas encore,evaluation pertinence système recommandation sémantique économique
328,Exploration d'une collection de chansons à partir d'une interface de visualisation basée sur une analyse des paroles,2014,fr,3,3,3,Analyse de Graphes,pas encore,exploration collection chanson partir interface visualisation baser analyse parole
329,Extension de l'étiquetage géographique des pixels d'une image par fouille de données,2014,fr,4,4,4,Entrepôts de Données,pas encore,extension étiquetage géographique pixel image fouille donnée
330,Extraction de motifs dans des graphes orientés attribués en présence d'automorphisme,2014,fr,4,4,4,Fouille de Motifs,pas encore,extraction motif graphe orienter attribuer présence automorphisme
331,Extraction de règles d'épisodes minimales dans des séquences complexes,2014,fr,3,3,3,Flux & Temporalité,pas encore,extraction règle épisode minimal séquence complexe
332,Extraire les motifs minimaux efficacement et en profondeur,2014,fr,2,2,2,Fouille de Motifs,pas encore,extraire motif minimal efficacement profondeur
333,Fouille de données par programmation visuelle structurée avec KD-Ariane,2014,fr,2,2,2,Entrepôts de Données,pas encore,fouille donnée programmation visuel structurer kd ariane
334,Fouille de motifs séquentiels pour l'élicitation de stratégies à partir de traces d'interactions entre agents en compétition,2014,fr,4,4,4,Fouille de Motifs,pas encore,fouille motif séquentiel élicitation stratégie partir trace interaction entrer agent compétition
335,Généralisation des k-moyennes pour produire des recouvrements ajustables,2014,fr,3,3,3,Analyse de Graphes,pas encore,généralisation k moyenne produire recouvrement ajustable
336,Génération d'un extrait textuel à partir de bases de données,2014,fr,3,3,3,Entrepôts de Données,pas encore,génération extrait textuel partir base donnée
337,Granularité des motifs de co-variations dans des graphes attribués dynamiques,2014,fr,3,3,3,Fouille de Motifs,pas encore,granularité motif graphe attribué dynamique
338,Identification de classes non-disjointes ayants des densités différentes,2014,fr,3,3,3,Analyse de Graphes,pas encore,identification classe densité
339,Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter,2014,fr,3,3,3,Analyse de Graphes,pas encore,identification rôle communautaire réseau orienter appliquer twitter
341,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation,2014,fr,4,4,4,Analyse de Graphes,pas encore,intégration forme représentation spatial modèle simulation
342,Intégration et visualisation de données liées thématiques sur un référentiel géographique,2014,fr,3,3,3,Entrepôts de Données,pas encore,intégration visualisation donnée lier thématique référentiel géographique
343,Investigation visuelle d'événements dans un grand flot de liens,2014,fr,2,2,2,Analyse de Graphes,pas encore,investigation visuel événement grand flot lien
344,L'utilisation des entités nommées pour l'expansion sémantique des requêtes Web,2014,fr,3,3,3,Web Mining,pas encore,utilisation entité nommer expansion sémantique requête web
345,La subjectivité dans le discours médical : sur les traces de l'incertitude et des émotions,2014,fr,2,2,2,Analyse de Graphes,pas encore,subjectivité discours médical trace incertitude émotion
346,Les nouvelles théories de l'incertain,2014,fr,1,1,1,Analyse de Graphes,pas encore,théorie incertain
347,"LOCAL-GENERATOR : ""diviser pour régner"" pour l'extraction des traverses minimales d'un hypergraphe",2014,fr,3,3,3,Ingénierie des Données,pas encore,local generator diviser régner extraction traverse minimal hypergraphe
348,Méthodologie 3-way d'extraction d'un modèle articulatoire de la parole à partir des données d'un locuteur,2014,fr,2,2,2,Ingénierie des Données,pas encore,méthodologie extraction modèle articulatoire parole partir donnée locuteur
350,Modélisation de trajectoires cible/caméra : requêtes spatio-temporelles dans le cadre de la videosurveillance,2014,fr,3,3,3,Flux & Temporalité,pas encore,modélisation trajectoire cibl caméra requête spatio temporel cadre videosurveillance
351,Motifs récursifs : extraction ascendante hiérarchique d'ensembles d'items ou d'évènements pour le résumé de données transactionnelles ou séquentielles,2014,fr,1,1,1,Fouille de Motifs,pas encore,motif récursif extraction ascendant hiérarchique ensemble item évènement résumé donnée transactionnel séquentiel
352,Passage aux noyaux en classification recouvrante,2014,fr,1,1,1,Classification & Clustering,pas encore,passage noyau classification recouvrant
353,Pondération de blocs de variables en bi-partitionnement topologique,2014,fr,3,3,3,Analyse de Graphes,pas encore,pondération bloc variable topologique
354,Prédiction de valeurs manquantes dans les bases de données— Une première approche fondée sur la notion de proportion analogique,2014,fr,3,3,3,Analyse de Graphes,pas encore,prédiction valeur manquer base approche fonder notion proportion analogique
355,Que ressentent les patients ?,2014,fr,6,6,6,Analyse de Graphes,pas encore,ressentir patient
356,Réconciliation des profils dans les réseaux sociaux,2014,fr,4,4,4,Analyse de Graphes,pas encore,réconciliation profil réseau social
357,Reconstruction et analyse sémantique de chronologies cybercriminelles,2014,fr,4,4,4,Analyse de Graphes,pas encore,reconstruction analyse sémantique chronologie cybercriminelle
358,Règles d'association inter-langues au service de la recherche d'information multilingue,2014,fr,4,4,4,Règles d'Association,pas encore,règle association service recherche information multilingue
360,Requêtes skyline en présence d'exceptions,2014,fr,3,3,3,Analyse de Graphes,pas encore,requête skylin présence exception
361,Sélection d'une méthode de classification multi-label pour un système interactif,2014,fr,3,3,3,Classification & Clustering,pas encore,sélection méthode classification système interactif
362,Sélection de prototypes en vue d'une catégorisation de textes avec les K plus proches voisins : étude comparative,2014,fr,4,4,4,Analyse de Graphes,pas encore,sélection prototype vue catégorisation texte k voisin étude comparatif
363,Sous échantillonnage et machine à noyaux élastiques pour la classification de données de mouvement capturé,2014,fr,3,3,3,Classification & Clustering,pas encore,sou échantillonnage machine noyau élastique classification donnée mouvement capturer
364,Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales,2014,fr,2,2,2,Classification & Clustering,pas encore,stratégie argumentatif classification collaboratif multicritère connaissance crucial
365,Symétries et Extraction de Motifs Ensemblistes,2014,fr,5,5,5,Fouille de Motifs,pas encore,symétrie extraction motif ensemblistes
367,Un système de détection de thématiques populaires sur Twitter,2014,fr,2,2,2,Analyse de Graphes,pas encore,système détection thématique populaire twitter
368,Une approche algébrique au problème du consensus de partitions,2014,fr,3,3,3,Analyse de Graphes,pas encore,approche algébrique problème consensus partition
369,Une approche basée sur STATIS pour la fusion de cartes topologiques auto-organisées,2014,fr,5,5,5,Analyse de Graphes,pas encore,approche baser stati fusion carte topologique
370,Une approche PPC pour la fouille de données séquentielles,2014,fr,3,3,3,Entrepôts de Données,pas encore,approche ppc fouille donnée séquentiel
371,Une approcheWeb sémantique et combinatoire pour un système de recommandation sensible au contexte appliqué à l'apprentissage mobile,2014,fr,3,3,3,Analyse de Graphes,pas encore,approcheweb sémantique combinatoire système recommandation sensible contexte appliquer apprentissage mobile
372,Une heuristique pour le paramétrage automatique de l'algorithme de clustering spectral,2014,fr,3,3,3,Analyse de Graphes,pas encore,heuristique paramétrage automatique algorithme clustering spectral
373,Une méthode hybride pour la prédiction du profil des auteurs,2014,fr,3,3,3,Analyse de Graphes,pas encore,méthod hybride prédiction profil auteur
374,Une méthode pour caractériser les communautés des réseaux dynamiques à attributs,2014,fr,4,4,4,Analyse de Graphes,pas encore,méthode caractériser communauté réseau dynamique attribut
375,Une méthode pour la détection de thématiques populaires sur Twitter,2014,fr,2,2,2,Analyse de Graphes,pas encore,méthode détection thématique populaire twitter
376,Une nouvelle approche pour la sélection de variables basée sur une métrique d'estimation de la qualité,2014,fr,3,3,3,Analyse de Graphes,pas encore,approche sélection variable baser métrique estimation qualité
377,Utilisation de relations ontologiques pour la comparaison d'images décrites par des annotations sémantiques,2014,fr,2,2,2,Analyse de Graphes,pas encore,utilisation relation ontologique comparaison image décrire annotation sémantique
378,Vectorisation paramétrée des données textuelles,2014,fr,5,5,5,Entrepôts de Données,pas encore,vectorisation paramétrer donnée textuel
379,Vers une classification non supervisée adaptée pour obtenir des arbres de décision simplifiés,2014,fr,4,4,4,Classification & Clustering,pas encore,classification non superviser adapter obtenir arbre décision simplifier
380,Vers une modularité pour données vectorielles,2014,fr,4,4,4,Entrepôts de Données,pas encore,modularité donnée vectoriel
381,Visualisation de données de prosopographie pour la reconstruction de carrières de personnages et de réseaux socio-professionnels,2014,fr,2,2,2,Entrepôts de Données,pas encore,visualisation donnée prosopographie reconstruction carrière personnage réseau
382,20 ans de découverte de motifs : une étude bibliographique quantitative,2013,fr,3,3,3,Fouille de Motifs,pas encore,an découverte motif étude bibliographique quantitatif
383,3D : de nouvelles perspectives en fouille exploratoire avec la stéréoscopie,2013,fr,3,3,3,Analyse de Graphes,pas encore,perspective fouille exploratoire stéréoscopie
385,Accélération de la méthode des K plus proches voisins pour la catégorisation de textes,2013,fr,4,4,4,Analyse de Graphes,pas encore,accélération méthode k voisin catégorisation texte
386,Analyse conceptuelle de données de simulation de systèmes complexes pour l'aide à la décision : Application à la conception d'une cabine d'avion,2013,fr,5,5,5,Entrepôts de Données,pas encore,analyse conceptuel donnée simulation système complexe aide décision application conception cabine avion
387,Analyse de réseaux sociaux par l'analyse formelle de concepts,2013,fr,1,1,1,Analyse de Graphes,pas encore,analyse réseau social analyse formel concept
388,Analyse des réclamations d'allocataires de la CAF : un cas d'étude en fouille de données,2013,fr,5,5,5,Entrepôts de Données,pas encore,analyse réclamation allocataire caf cas étude fouille donnée
389,Analyse Relationnelle de Concepts pour l'exploration de données relationnelles,2013,fr,4,4,4,Entrepôts de Données,pas encore,analyse relationnelle concepts exploration donnée relationnel
390,Approche orientée objet sémantique et coopérative pour la classification des images de zones urbaines à très haute résolution,2013,fr,4,4,4,Classification & Clustering,pas encore,approche orienter objet sémantique coopératif classification image zone urbain haute résolution
391,Classification multi-étiquettes pour l'alignement multiple de séquences protéiques,2013,fr,4,4,4,Flux & Temporalité,pas encore,classification alignement multiple séquence protéique
392,Classifications croisées de données de trajectoires contraintes par un réseau routier,2013,fr,4,4,4,Classification & Clustering,pas encore,classification croisé donnée trajectoire contraindre réseau routier
393,Comprendre et interpréter les données : enjeux et implantations d'un système de codage dans des gisements de données historiques,2013,fr,2,2,2,Entrepôts de Données,pas encore,comprendre interpréter donnée enjeu implantation système codage gisement donnée historique
394,Construction de descripteurs à partir du coclustering pour la classification supervisée de séries temporelles,2013,fr,2,2,2,Flux & Temporalité,pas encore,construction descripteur partir coclustering classification superviser série temporel
395,Découverte des soft-skypatterns avec une approche PPC,2013,fr,5,5,5,Analyse de Graphes,pas encore,découverte soft skypatterns approche ppc
397,Détection efficace des traverses minimales d'un hypergraphe par élimination de la redondance,2013,fr,3,3,3,Analyse de Graphes,pas encore,détection efficace traverse minimal hypergraphe élimination redondance
398,Détection précoce de tendances produits dans le cadre des activités commerciales de la grande distribution,2013,fr,2,2,2,Analyse de Graphes,pas encore,détection précoce tendance produire cadre activité commercial grand distribution
399,Enrichissement d'ontologies grâce à l'annotation sémantique de pages web,2013,fr,4,4,4,Web Mining,pas encore,enrichissement ontologie grâce annotation sémantique page web
400,Étude des corrélations spatio-temporelles des appels mobiles en France,2013,fr,3,3,3,Flux & Temporalité,pas encore,étude corrélation spatio temporel appel mobile france
401,Étude des techniques d'oubli dans les moindres carrés récursifs pour l'apprentissage incrémental de systèmes d'inférence floue évolutifs : application à la reconnaissance de formes,2013,fr,3,3,3,Analyse de Graphes,pas encore,étude technique oubli moindre carré récursif apprentissage incrémental système inférence flou évolutif application reconnaissance forme
402,Évolution d'une ontologie dédiée à la représentation de relations n-aires,2013,fr,4,4,4,Web Sémantique,pas encore,évolution ontologie dédier représentation relation n aire
403,Extraction de motifs condensés dans un unique graphe orienté acyclique attribué,2013,fr,4,4,4,Fouille de Motifs,pas encore,extraction motif condenser unique graphe orienter acyclique attribuer
404,Extraction de motifs fréquents dans des arbres attribués,2013,fr,4,4,4,Fouille de Motifs,pas encore,extraction motif fréquent arbre attribuer
405,Extraction des nombres de Betti avec un modèle génératif,2013,fr,3,3,3,Ingénierie des Données,pas encore,extraction nombre betti modèle génératif
406,Extraction et filtrage de syntagmes nominaux pour la Recherche d'Information,2013,fr,2,2,2,Ingénierie des Données,pas encore,extraction filtrage syntagme nominal recherche information
407,Extraction optimisée de Règles d'Association Positives et Négatives (RAPN),2013,fr,2,2,2,Règles d'Association,pas encore,extraction optimiser règle association positives négatives rapn
408,Grille bivariée pour la détection de changement dans un flux étiqueté,2013,fr,3,3,3,Analyse de Graphes,pas encore,grille bivariée détection changement flux étiqueter
409,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique,2013,fr,4,4,4,Analyse de Graphes,pas encore,identification compatibilité entrer descripteur lieu apprentissage automatique
410,Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli,2013,fr,3,3,3,Analyse de Graphes,pas encore,identification complexe protéine protéine combinaison classifieur application escherichia coli
411,Inférence de réseaux biologiques : un défi pour la fouille de données structurées,2013,fr,1,1,1,Entrepôts de Données,pas encore,inférence réseau biologique défi fouille donnée structurer
412,Les capitalistes sociaux sur Twitter : détection via des mesures de similarité,2013,fr,2,2,2,Analyse de Graphes,pas encore,capitaliste social twitter détection mesure similarité
413,Modèle de Recherche d'Information Sociale Centré Utilisateur,2013,fr,3,3,3,Analyse de Graphes,pas encore,modèle recherche information social centré utilisateur
415,Nouvelle approche de bi-partitionnement topologique,2013,fr,3,3,3,Analyse de Graphes,pas encore,approche topologique
416,Paramétrage intelligent de l'alignement d'ontologies par l'intégrale de Choquet,2013,fr,3,3,3,Web Sémantique,pas encore,paramétrage intelliger alignement ontologie intégrale choquet
417,Processus itératif d'extraction de classes en non supervisée,2013,fr,2,2,2,Classification & Clustering,pas encore,processus itératif extraction classe non superviser
418,Ré-écriture de requêtes dans un système d'intégration sémantique,2013,fr,4,4,4,Analyse de Graphes,pas encore,requête système intégration sémantique
419,Recherche de documents similaires sur le web par segmentations hiérarchiques et extraction de mots-clés,2013,fr,1,1,1,Web Mining,pas encore,recherche document similaire web segmentation hiérarchique extraction
420,Réutiliser les connaissances d'expert pour assister l'analyse de l'activité sur simulateur pleine échelle de conduite de centrale nucléaire - Approche à base de M-Trace,2013,fr,2,2,2,Ingénierie des Données,pas encore,réutiliser connaissance expert assister analyse activité simulateur pleine échell conduite centrale nucléaire approche base m trace
421,Sélection de variables non supervisée sous contraintes hiérarchiques,2013,fr,3,3,3,Classification & Clustering,pas encore,sélection variable non superviser sou contraindre hiérarchique
422,"SNOW, un algorithme exploratoire pour le subspace clustering",2013,fr,2,2,2,Analyse de Graphes,pas encore,snow algorithme exploratoire subspace clustering
423,Technique de factorisation multi-biais pour des recommandations dynamiques,2013,fr,3,3,3,Analyse de Graphes,pas encore,technique factorisation recommandation dynamique
424,Text2Geo : des données textuelles aux informations géospatiales,2013,fr,5,5,5,Entrepôts de Données,pas encore,donnée textuel information géospatiale
425,ToTeM: une méthode de détection de communautés adaptées aux réseaux d'information,2013,fr,4,4,4,Analyse de Graphes,pas encore,totem méthode détection communauté adapter réseau information
427,Un Critère d'évaluation pour la construction de variables à base d'itemsets pour l'apprentissage supervisé multi-tables,2013,fr,3,3,3,Analyse de Graphes,pas encore,critère évaluation construction variable base itemset apprentissage superviser
428,Un système hybride de recherche d'information intégrant le raisonnement à partir de cas et la composition d'ontologies,2013,fr,3,3,3,Web Sémantique,pas encore,système hybride recherche information intégrer raisonnement partir cas composition ontologie
429,Une approche en programmation par contraintes pour la classification non supervisée,2013,fr,3,3,3,Classification & Clustering,pas encore,approche programmation contrainte classification non superviser
430,Une nouvelle mesure pour l'évaluation des méthodes d'extraction de thématiques : la Vraisemblance Généralisée,2013,fr,4,4,4,Ingénierie des Données,pas encore,mesure évaluation méthode extraction thématique vraisemblance généraliser
433,Vers un cadre évolutif de classification non supervisée,2013,fr,3,3,3,Classification & Clustering,pas encore,cadre évolutif classification non superviser
434,Vers une architecture multicouche d'ontologies dédiée à la résolution mixte de problèmes,2013,fr,3,3,3,Web Sémantique,pas encore,architecture multicouche ontologie dédier résolution mixte problème
435,Vers une Automatisation de la Construction de Variables pour la Classification Supervisée,2013,fr,2,2,2,Classification & Clustering,pas encore,automatisation construction variables classification supervisée
436,Vers une mesure de similarité pour les séquences complexes,2013,fr,6,6,6,Flux & Temporalité,pas encore,mesure similarité séquence complexe
437,Visualisation radiale : approche parallèle entre CPU et GPU,2013,fr,3,3,3,Analyse de Graphes,pas encore,visualisation radial approche parallèle entrer cpu gpu
439,Apprentissage d'ensemble d'opérateurs de projection orthogonale pour la détection de nouveauté,2012,fr,2,2,2,Analyse de Graphes,pas encore,apprentissage ensemble opérateur projection orthogonal détection nouveauté
440,Apprentissage par analyse linéaire discriminante des paramètres de fusion pour la recherche d'information multimédia texte-image,2012,fr,5,5,5,Analyse de Graphes,pas encore,apprentissage analyse linéaire discriminer paramètre fusion recherche information multimédia texte image
442,Caractérisation et extraction de biclusters de valeurs similaires avec l'analyse de concepts triadiques,2012,fr,5,5,5,Ingénierie des Données,pas encore,caractérisation extraction bicluster valeur similaire analyse concept triadique
443,Classification Conceptuelle avec Généralisation par Intervalles,2012,fr,2,2,2,Classification & Clustering,pas encore,classification conceptuel généralisation intervalles
444,Classification de données EEG par algorithme évolutionnaire pour l'étude d'états de vigilance,2012,fr,5,5,5,Classification & Clustering,pas encore,classification donnée eeg algorithme évolutionnair étude état vigilance
445,Classification des données catégorielles via la maximisation spectrale de la modularité,2012,fr,2,2,2,Classification & Clustering,pas encore,classification donnée catégorieller maximisation spectral modularité
446,Classification probabiliste non supervisée et visualisation des données séquentielles,2012,fr,3,3,3,Classification & Clustering,pas encore,classification probabiliste non superviser visualisation donnée séquentiel
447,Classification topologique probabiliste pour des données catégorielles,2012,fr,2,2,2,Classification & Clustering,pas encore,classification topologique probabiliste donnée catégoriel
448,Clustering de séquences d'activités pour l'étude de procédures neurochirurgicales,2012,fr,5,5,5,Flux & Temporalité,pas encore,clustering séquence activité étude procédure neurochirurgical
449,Clustering hiérarchique non paramétrique de données fonctionnelles,2012,fr,3,3,3,Entrepôts de Données,pas encore,clustering hiérarchique non paramétrique donnée fonctionnel
450,Clustering multi-niveaux de graphes : hiérarchique et topologique,2012,fr,3,3,3,Analyse de Graphes,pas encore,clustering graphe hiérarchique topologique
451,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques,2012,fr,4,4,4,Analyse de Graphes,pas encore,combinaison classificateur simple sélection rapide caractéristique
452,Combinaison de classification supervisée et non-supervisée par la théorie des fonctions de croyance,2012,fr,3,3,3,Classification & Clustering,pas encore,combinaison classification superviser théorie fonction croyance
454,Découverte de règles d'association pour l'aide à la prévision des accidents maritimes,2012,fr,2,2,2,Règles d'Association,pas encore,découverte règle association aide prévision accident maritime
455,Détection de groupes outliers en classification non supervisée,2012,fr,3,3,3,Classification & Clustering,pas encore,détection groupe outlier classification non superviser
456,Détection non supervisée d'une sous-population par méthode d'ensemble et changement de représentation itératif,2012,fr,2,2,2,Classification & Clustering,pas encore,détection non superviser méthode ensemble changement représentation itératif
459,Evaluation rapide du diamètre d'un graphe,2012,fr,3,3,3,Analyse de Graphes,pas encore,evaluation rapide diamètre graphe
460,Exploitation de l'asymétrie entre termes pour l'extraction automatique de taxonomies à partir de textes,2012,fr,4,4,4,Ingénierie des Données,pas encore,exploitation asymétrie entrer terme extraction automatique taxonomie partir texte
461,Extraction d'opinions appliquée à des critères,2012,fr,5,5,5,Ingénierie des Données,pas encore,extraction opinion appliquer critère
462,Extraction de co-variations entre des propriétés de sommets et leur position topologique dans un graphe attribué,2012,fr,4,4,4,Ingénierie des Données,pas encore,extraction entrer propriété sommet position topologique graphe attribuer
463,Extraction de Dépendances Fonctionnelles Approximatives,2012,fr,2,2,2,Ingénierie des Données,pas encore,extraction dépendances fonctionnelle approximative
464,Extraction de Liens Fréquents dans les Réseaux Sociaux,2012,fr,2,2,2,Analyse de Graphes,pas encore,extraction lien fréquent réseau sociaux
465,Extraction de séquences fréquentes avec intervalles d'incertitude,2012,fr,4,4,4,Flux & Temporalité,pas encore,extraction séquence fréquent intervalle incertitude
466,Extraction de sous-parties ciblées d'une ontologie généraliste pour enrichir une ontologie particulière,2012,fr,3,3,3,Web Sémantique,pas encore,extraction cibler ontologie généraliste enrichir ontologie particulier
467,Extraction et gestion d'informations pour la construction d'une base vidéo d'apprentissage,2012,fr,1,1,1,Ingénierie des Données,pas encore,extraction gestion information construction base vidéo apprentissage
468,Extraction incrémentale de séquences fréquentes dans un flux d'itemsets,2012,fr,2,2,2,Flux & Temporalité,pas encore,extraction incrémental séquence fréquent flux itemset
470,Identification et caractérisation de différents types de boycott par des méthodes d'Analyse de Données,2012,fr,2,2,2,Entrepôts de Données,pas encore,identification caractérisation type boycott méthode analyse donnée
471,K-moyennes contraintes par un classifieur Application à la personnalisation de scores de campagnes,2012,fr,3,3,3,Analyse de Graphes,pas encore,k moyenne contraindre classifieur application personnalisation score campagne
472,L'extraction de règles de dépendance bien définies entre ensembles de variables multivaluées,2012,fr,1,1,1,Règles d'Association,pas encore,extraction règle dépendance bien défini entrer ensemble variable multivaluer
473,Méta-règles pour la génération de règles négatives,2012,fr,2,2,2,Règles d'Association,pas encore,génération règle négatif
475,Modèle de supervision d'interactions non-intrusif basé sur les ontologies,2012,fr,4,4,4,Web Sémantique,pas encore,modèle supervision interaction baser ontologie
477,Prétraitement Supervisé des Variables Numériques pour la Fouille de Données Multi-Tables,2012,fr,3,3,3,Entrepôts de Données,pas encore,prétraitement superviser variables numériques fouille donnée
478,Raisonner sur une ontologie cartographique pour concevoir des légendes de cartes,2012,fr,3,3,3,Web Sémantique,pas encore,raisonner ontologie cartographique concevoir légende carte
479,Recherche d'Information Agrégée dans des documents XML basée sur les Réseaux Bayésiens,2012,fr,3,3,3,Recherche d'Information,pas encore,recherche information agrégée document xml baser réseau bayésiens
