name,id_author,gender
Mustapha Aznag,986,male
Mohamed Quafafou,987,male
Nicolas Durand,988,male
Zahi Jarir,989,male
Rachid Aknouche,990,male
Daniel Keim,991,male
Karima Dhouib,992,female
Faïez Gargouri,993,male
Michel Buffa,994,male
Guillaume Husson,995,male
Nicolas Delaforge,996,male
Faraz Zaidi,997,male
Francisco de Assis Tenório de Carvalho,998,male
Filipe M. de Melo,999,male
Abdelheq Et-tahir Guettala,1000,male
Thanh-Nghi Doan,1001,male
Hakim Hacid,1002,male
Helen Purchase,1003,female
Emilien Perrin,1004,male
Francois Queyroi,1005,male
Asma Zoghlami,1006,female
Karima Zayrit,1007,female
Eric Desjardin,1008,male
Hugo Alatrista Salas,1009,male
Fabien Gandon,1010,male
Julien Giudici,1011,male
Hervé Janiaut,1012,male
Rémy Gautier,1013,male
Benjamin Rosoor,1014,male
Laurent Sebag,1015,male
Antoine Paglia,1016,male
Martial Phélippé-Guinvarc'h,1017,male
Yousra Chabchoub,1018,female
Benoît Grossin,1019,male
Amyn Bennamane,1020,male
Arnaud Ansiaux,1021,male
Alain Cagnati,1022,male
Maria Malek,1023,female
Toader Gherasim,1024,male
Mounira Harzallah,1025,female
Giuseppe Berio,1026,male
Israël-César Lerman,1027,male
Nguyen-Khang Pham,1028,female
Annie Morin,1029,female
Yassine Benabbas,1030,male
Tarek Yahiaoui,1031,male
Thierry Urruty,1032,male
Chabane Djeraba,1033,male
Xiaoyue Ma,1034,male
Jean-Pierre Cahier,1035,male
L'Hédi Zaher,1036,male
Frank Meyer,1037,male
Éric Gaussier,1038,male
Julien Schluth,1039,male
Guénaël Cabanes,1040,male
Quang-Thang Dinh,1041,male
Lionel Chauvin,1042,male
Dhouha Grissa,1043,female
Mohamed Nabil Saidi,1044,male
José L Balcazar,1045,male
Cristina Tîrnauca,1046,female
Jacques Blanc-Talon,1047,male
Mohamed Benamina,1048,male
Lassaâd Mejri,1049,male
Ahmed Maalel,1050,male
Habib Hadj Mabrouk,1051,male
Henda Ben Ghezela Hadjami,1052,male
Houda Fyad,1053,female
Karim Bouamrane,1054,male
Claire Toffano-Nioche,1055,female
Antonio Balzanella,1056,male
Lidia Rivoli,1057,female
Rosanna Verde,1058,female
François Petitjean,1059,male
Florent Masseglia,1060,male
Michel Plantié,1061,male
Michel Crampes,1062,male
Alexis Bondu,1063,male
Rania Khefifi,1064,female
Dieudonné Tchuente,1065,male
Marie-Françoise Canut,1066,female
Nadine Baptiste-Jessel,1067,female
Jian Pei,1068,Non indicatif
Mihaela Breaban,1069,female
Henri Luchian,1070,male
Patrick Marcel,1071,male
Ahmed Bounekkar,1072,male
Abdoulaye Sarr,1073,male
Annabelle Boutet,1074,female
Jocelyne Tremenbert,1075,female
Prem Kumar Casimir,1076,female
Emilie Guimier De Neef,1077,female
Julien Rabatel,1078,male
Rania Soussi,1079,female
Amine Louati,1080,male
Christophe Rigotti,1081,male
Olivier Gandrillon,1082,male
Céline Rouveirol,1083,female
Lucas Létocart,1084,male
Karima Mouhoubi,1085,female
David Auber,1086,male
Frédéric Gilbert,1087,male
Sébastien Lallé,1088,male
Vanda Luengo,1089,female
Wilfried Despagne,1090,male
Pavel Arapov,1091,male
Sébastien Comos,1092,male
Guillaume Erétéo,1093,male
Catherine Faron-Zucker,1094,female
Freddy Limpens,1095,male
Thomas Meilender,1096,male
Jean Lieber,1097,male
Fabien Palomares,1098,male
Abdelkader Benameur,1099,male
Mouna Chebbah,1100,female
Thomas Cerqueus,1101,male
Sylvie Cazalens,1102,female
Philippe Lamarre,1103,male
Augusta Mela,1104,female
Mohamed el Amine Bekhtaoui,1105,male
Bernard Decobert,1106,male
Abir Saïd,1107,female
Loïc Mabit,1108,male
François Nel,1109,male
Marie-Jeanne Lesot,1110,female
Philippe Capet,1111,male
Thomas Delavallade,1112,male
Michel Plu,1113,male
Johannes Heinecke,1114,male
Ioan Marius Bilasco,1115,male
Brahim Douar,1116,male
Michel Liquiere,1117,male
Cherif Chiraz Latiri,1118,male
Yahya Slimani,1119,male
Moussa Benaissa,1120,male
Yahia Lebbah,1121,male
Juan David Cruz,1122,male
Sterenn Liberge,1123,female
Sileye O. Ba,1124,male
Ronan Fablet,1125,male
Thomas Bärecke,1126,male
Bernadette Bouchon-Meunier,1127,female
João Gama,1128,male
Adel Lablack,1129,male
Elsa Negre,1130,female
François Paulus,1131,male
Jérôme Royan,1132,male
Jean-Hugues Chenot,1133,male
Najeh Hajlaoui,1134,male
Julie Séguéla,1135,female
Ricardo Baeza-Yates,1136,male
Sébastien Nedjar,1137,male
Fabien Pesci,1138,male
Lotfi Lakhal,1139,male
Rosine Cicchetti,1140,female
Frédéric Gavignet,1141,male
Olivier Collin,1142,male
Yann Vigile Hoareau,1143,male
Murat Ahat,1144,male
David Medernach,1145,male
Marc Bui,1146,male
Amine Mokhtari,1147,male
Ammar Mechouche,1148,male
Sébastien Mustière,1149,male
Thomas Piton,1150,male
Henri Briand,1151,male
Emeric Prouteau,1152,male
Laurent Lecornu,1153,male
Clara Le Guillou,1154,female
Frédéric Le Saux,1155,male
Matthieu Hubert,1156,male
Julien Montagner,1157,male
John Puentes,1158,male
Jean-Michel Cauvin,1159,male
Minh Thu Tran Nguyen,1160,female
François Sempé,1161,male
Jean-Daniel Zucker,1162,male
Zbigniew W. Ras,1163,male
Victor Gabillon,1164,male
Jérémie Mary,1165,male
Boutheina Smine,1166,female
Jean-Pierre Desclés,1167,male
Nicolas S. Müller,1168,male
Matthias Studer,1169,male
Alexis Gabadinho,1170,male
Gilbert Ritschard,1171,male
Nacim Ihaddadene,1172,male
Taoufik Yeferny,1173,male
Khedija Arour,1174,female
Jean Baptiste Faddoul,1175,male
Boris Chidlovskii,1176,male
Hana Alouaoui,1177,female
Sami Yassine Turki,1178,male
Valentina Dragos,1179,female
Matthieu Lopez,1180,male
Mondher Maddouri,1181,male
Nida Meddouri,1182,female
Giap NGuyen,1183,male
Johann Stan,1184,male
Johann Daigremont,1185,male
Anne Laurent,1186,female
Radja Messai,1187,female
Michel Simonet,1188,male
Nathalie Bricon-Souf,1189,female
Mireille Mousseau,1190,female
Menaouer Brahami,1191,male
Mostéfa Mokaddem,1192,male
Ibtissem Cherni,1193,female
Karla Lopez,1194,female
Karim Djemal,1195,male
Ismail Elsayad,1196,male
Yue Feng,1197,Non indicatif
Jose M. Joemon,1198,male
Hanen Brahmi,1199,female
Tarek Hamrouni,1200,male
Riadh Ben Messaoud,1201,male
Mohamed Hallab,1202,male
Bruno Delprat,1203,male
Alain Lelu,1204,male
Marie-Christine Rousset,1205,female
Alexandre Passant,1206,male
Philippe Laublet,1207,male
Abderrahmane Maaradji,1208,male
Noël Crespi,1209,male
Vincent Pisetta,1210,male
Pierre-Emmanuel Jouve,1211,male
Alain Casali,1212,male
Jean Charlet,1213,male
Sylvie Szulman,1214,female
Adeline Nazarenko,1215,female
Nathalie Hernandez,1216,female
Nadia Nadah,1217,female
Éric Sardet,1218,male
Jean Delahousse,1219,male
Valery Teguiak,1220,male
Audrey Baneyx,1221,female
Alexandre Termier,1222,male
Jean-François Méhaut,1223,male
Takeaki Uno,1224,male
Thierno Diallo,1225,male
Marie-Luce Picard,1226,female
Dan-Mircea Suciu,1227,male
Romain Vuillemot,1228,male
Aris Ouksel,1229,male
Lionel Brunie,1230,male
Md. Haidar Sharif,1231,male
Husam Alustwani,1232,male
Besma Khalfi,1233,female
Rahma Cherif,1234,female
Siwar Zribi Boujelbene,1235,female
Dorra Ben Ayed Mezghanni,1236,female
Noureddine Ellouze,1237,male
Thabet Slimani,1238,male
Rabie Saidi,1239,male
Sabeur Aridhi,1240,male
Ines Fayech,1241,female
Habib Ounalli,1242,male
Souhir Gahbiche,1243,female
Nathalie Pernelle,1244,female
Pierre Allard,1245,male
Chongsheng Zhang,1246,male
Sarra Ayouni,1247,female
Cyrine Nasri,1248,female
Kamel Smaïli,1249,male
Zohra Ben Said,1250,female
Paul Richard,1251,male
Anna Kolomoyskaya,1252,female
Ghada Gasmi,1253,female
Fadi Dornaika,1254,male
Fadi Chakik,1255,male
Frédéric Moal,1256,male
Nesrine Gabsi,1257,female
Georges Hébrail,1258,male
Philippe Breucker,1259,male
Lynda Said L'Hadj,1260,female
Boris Verhaegen,1261,male
Esteban Zimányi,1262,male
Serge Boucher,1263,male
Anthony Ventresque,1264,male
Louis-Alexandre Celton,1265,male
Gaëtan Hervouet,1266,male
Damien Levin,1267,male
Mohammed Zaki,1268,male
Mohamed Salah Gouider,1269,male
Eya Ben Ahmed,1270,female
Nicolas Sicard,1271,male
Rémi Auguste,1272,male
Ahmed El Ghini,1273,male
Sofiane Ben Amor,1274,male
Doulkifli Boukraâ,1275,male
Emna Bahri,1276,female
Stéphane Lallich,1277,male
Wajdi Dhifli,1278,male
Nesrine Ben Mustapha,1279,female
Henda Ben Ghézala,1280,male
Wahiba Ben Abdessalem Karaa,1281,female
Bilel Bouchamia,1282,male
Marc Joliveau,1283,male
Alice Marascu,1284,female
Marian-Andrei Rizoiu,1285,female
Jean-Hugues Chauchat,1286,male
Tassadit Bouadi,1287,female
Christine Potier,1288,female
Fekade Getahun,1289,male
Richard Chbeir,1290,male
Lionel Vinceslas,1291,male
Guillem Lefait,1292,male
Gilles Goncalves,1293,male
M. Tahar Kechadi,1294,male
Arnaud Sallaberry,1295,male
Nicolas Pecheur,1296,male
Jihen Majdoubi,1297,female
Mohamed Tmar,1298,male
Ibrahim Chahid,1299,male
Loic Martin,1300,male
Lionel Médini,1301,male
Christophe Osswald,1302,male
Ghada Trabelsi,1303,female
Mounir Ben Ayed,1304,male
Adel M. Alimi,1305,male
Patrick Mary,1306,male
Morgan Mathiaut,1307,male
Jonathan Dubois,1308,male
Antoine Lambert,1309,male
Dan Archambault,1310,male
Romain Bourqui,1311,male
Maylis Delest,1312,female
Teh Amouh,1313,male
Monique Noirhomme-Fraiture,1314,female
Benoît Macq,1315,male
Rim Bentebibel,1316,female
Patrick Bosc,1317,male
Grégory Smits,1318,male
Nacim Fateh Chikhi,1319,male
Bernard Rothenburger,1320,male
Mohamed Turki,1321,male
Gilles Kassel,1322,male
Fatma Kaâbi,1323,female
François Rousselot,1324,male
Cecilia Zanni,1325,female
Denis Cavallucci,1326,male
Romain André-Lovichi,1327,male
David Langlois,1328,male
Jean Martinet,1329,male
Fanny Chevalier,1330,female
Stéphane Huot,1331,male
Jean-Daniel Fekete,1332,male
Malika Charrad,1333,female
Mohamed Ben Ahmed,1334,male
Gilbert Saporta,1335,male
Sofiane Abbar,1336,male
Mokrane Bouzeghoub,1337,male
Dimitre Kostadinov,1338,male
Stéphane Lopes,1339,male
Jean-Pierre Cotton,1340,male
Pierre Mariot,1341,male
Alain-Pierre Manine,1342,male
Mohammed Haouach,1343,male
Karim Benzeroual,1344,male
Yassine Mrabet,1345,male
Mouhamadou Thiam,1346,male
Stefano Perabò,1347,male
Xavier Morandi,1348,male
Laurent Tessier,1349,male
Gaëtan Blain,1350,male
Alina Dia Miron,1351,female
Jérôme Gensel,1352,male
Marlène Villanova-Oliver,1353,female
Tomàs Aluja-Banet,1354,male
Josep Daunis-i-Estadella,1355,male
Enric Ripoll,1356,male
Selim Mimaroglu,1357,male
Alexis Bultey,1358,male
Franck Le Gall,1359,male
Damien Barache,1360,male
Ahmed Belaidi,1361,male
Goverdhan Singh,1362,male
Céline Fiot,1363,female
Jacques Chauché,1364,male
Maria Rifqi,1365,female
Luc De Raedt,1366,male
Pierre Le Maigat,1367,male
Christophe Dousson,1368,male
Lucie Copin,1369,female
Yudi Augusta,1370,male
Budi Sentana,1371,male
Tao-Yuan Jen,1372,female
Flavien Balbo,1373,male
Julien Saunier,1374,male
Edwin Diday,1375,male
Mary Felkin,1376,female
Yves Kodratoff,1377,male
Paola Salle,1378,female
Wei Xing,1379,Non indicatif
Sébastien Gassmann,1380,male
Alain Ribière,1381,male
Nischal Verma,1382,male
Cécile Low-Kam,1383,female
Marie-Odile Cordier,1384,female
Michel Soto,1385,male
Dominique Fresneau,1386,Non indicatif
Loïc Cerf,1387,male
Jérémy Besson,1388,male
Christian Ernst,1389,male
Lisa Di-Jorio,1390,female
Farid Cerbah,1391,male
Claire Laudy,1392,female
Jean-Gabriel Ganascia,1393,male
Katharina Morik,1394,female
Sébastien Duplessis,1395,male
Pascal Gouzien,1396,male
Marta Franová,1397,female
Filipe Afonso,1398,male
Wassim Khaskhoussi,1399,male
Ludovic Lebart,1400,male
Stefan du Château,1401,male
Eunika Mercier-Laurent,1402,female
Houssem Jerbi,1403,male
Franck Ravat,1404,male
Gilles Zurfluh,1405,male
Sylvie Calabretto,1406,female
Pierre-Edouard Portier,1407,male
Haïfa Zargayouna,1408,female
Stan Matwin,1409,male
Anh Phuc Trinh,1410,female
David Buffoni,1411,male
Patrick Gallinari,1412,male
Ousmane Djanga,1413,male
Hanine Hamzioui,1414,female
Mickaël Hatchi,1415,male
Bernard Kaddour,1416,male
Maria Fernandez,1417,female
Alban Mancheron,1418,male
Van-Hoa Nguyen,1419,male
Emmanuel Nauer,1420,male
Paolo Simonetto,1421,male
Fabien Jourdan,1422,male
Christophe Thovex,1423,male
Francky Trichet,1424,male
Arriel Benis,1425,male
Mélanie Courtine,1426,female
Sébastien Lefèvre,1427,male
Quyet-Thang Le,1428,male
Alzennyr Da Silva,1429,female
Omar Merroun,1430,male
Philippe Rigaux,1431,male
Isabelle Bloch,1432,female
Emanuel Aldea,1433,male
Beniamino Murgante,1434,male
Giuseppe Las Casas,1435,male
Anna Sansone,1436,female
Damien Poirier,1437,male
Laura Diosan,1438,female
Alexandrina Rogozan,1439,female
Jean-Pierre Pécuchet,1440,male
Zoulikha Heddadji,1441,female
Séverine Kirchner,1442,female
Georges Stamon,1443,male
Rodolphe Priam,1444,male
Adrien Schmidt,1445,male
Serge Fantino,1446,male
Alpha Diallo,1447,female
Ahlame Douzal-Chouakria,1448,female
Françoise Giroud,1449,female
Mohamed Khazri,1450,male
Mohamed Abid,1451,male
Marc-Ismaël Akodjènou-Jeannin,1452,male
Kavé Salamatian,1453,male
Loïc Lecerf,1454,male
Ruggero G. Pensa,1455,male
Bogdan Moisuc,1456,male
Hervé Martin,1457,male
Monique Thonnat,1458,female
Jose Luis Patino,1459,male
Etienne Corvée,1460,male
François Brémond,1461,male
Dong (Haoyuan) Li,1462,Non indicatif
Sylvain Ferrandiz,1463,male
Florian Guillochon,1464,male
Michel Schneider,1465,male
Taimur Qureshi,1466,male
Elie Prudhomme,1467,male
Julien Thomas,1468,male
Jérôme Cubillé,1469,male
Alain Dessertaine,1470,male
Ba-Hung Ngo,1471,male
Frédérique Silber-Chaussumier,1472,female
Christian Bac,1473,male
Jacques-Henri Sublemontier,1474,male
Leila Nemmiche Alachaher,1475,female
Simon Marcellin,1476,male
Bashar Saleh,1477,male
Andres Jacome,1478,male
Christian Puech,1479,male
Damien Raclot,1480,male
Jean-Stéphane Bailly,1481,male
Bruno Roux,1482,male
Noureddine Mokhtari,1483,male
Rose Dieng-Kuntz,1484,female
Lobna Karoui,1485,female
Rena Nemoto,1486,female
Martine Adda-Decker,1487,female
Iona Vasilescu,1488,female
Usama M. Fayyad,1489,male
Youssef Hadi,1490,male
Rachid El Meziane,1491,male
Rachid Oulad Haj Thami,1492,male
Xavier Aimé,1493,male
Frédéric Fürst,1494,male
Christine Plumejeaud,1495,female
Jean-Marc Vincent,1496,male
Claude Grasland,1497,male
Hélène Mathian,1498,female
Serge Guelton,1499,male
Joël Boulier,1500,male
Françoise Fogelman-Soulié,1501,female
Anouar Benhassena,1502,male
Fazia Bellal,1503,female
Alexandre Aussem,1504,male
Bruno Canitia,1505,male
Franck Thollard,1506,male
Pierre Loustau,1507,male
Mauro Gaio,1508,male
Thierry Nodenot,1509,male
Sébastien Derivaux,1510,male
Stéphane Roche,1511,male
Benoit Kiene,1512,male
Claude Caron,1513,male
Eloïse Loubier,1514,female
Bernard Dousset,1515,male
Myriam Touati,1516,female
Mohamed Rahal,1517,male
Lucie Gentils,1518,female
Anne Poupon,1519,female
Jean-François Gibrat,1520,male
David Grosser,1521,male
Noël Conruyt,1522,male
Olivier Sebastien,1523,male
José L. Balcázar,1524,male
Antoni Lozano,1525,male
Christine Parent,1526,female
Stefano Spaccapietra,1527,male
Christelle Vangenot,1528,female
Maria-Luisa Damiani,1529,female
José de Macedo,1530,male
Fabio Porto,1531,male
Amjad Abou Assali,1532,male
Dominique Lenne,1533,Non indicatif
Bruno Debray,1534,male
Trinh Minh Tri Do,1535,female
Thierry Artières,1536,male
Virginie Lefort,1537,female
Guillaume Beslon,1538,male
Vladislav Matviico,1539,male
Nicolas Muret,1540,male
Imen Brahmi,1541,female
Anne Tchounikine,1542,female
Maryvonne Miquel,1543,female
Mohamed Elati,1544,male
Philippe-Henri Gosselin,1545,male
Justine Lebrun,1546,female
Sylvie Philipp-Foliguet,1547,female
Thanh-Trung Van,1548,male
Florian De Vuyst,1549,male
Frédéric Lemoine,1550,male
Yi Yu,1551,Non indicatif
Mimoun Malki,1552,male
Zakaria Elberrichi,1553,male
Viet Phan Luong,1554,male
Imène Brigui-Chtioui,1555,female
Sébastien Caquard,1556,male
Jean-Pierre Fiset,1557,male
Sujeevan Aseervatham,1558,male
Gilles Falquet,1559,male
Claire-Lise Mottaz Jiang,1560,female
Jacques Guyot,1561,male
Rachid Elmeziane,1562,male
Ilham Berrada,1563,male
Ismail Kassou,1564,male
François-Élie Calvier,1565,male
Henri-Maxime Suchier,1566,male
Anastasiya Yurchyshyna,1567,female
Nhan Le Thanh,1568,male
Celson Lima,1569,male
Marc Le Goc,1570,male
Nabil Benayadi,1571,male
Saoussen Sakji,1572,female
Nathanaël Kasoro,1573,male
André Hardy,1574,male
Bassem Makni,1575,male
Hacène Cherfi,1576,male
Ansaf Salleb-Aouissi,1577,female
Bert C. Huang,1578,male
David L. Waltz,1579,male
Raphaël Feraud,1580,male
Anouck Bodin-Niemczuk,1581,female
Nizar Ghoula,1582,male
Yuan Lin,1583,Non indicatif
Hassan Saneifar,1584,male
Claire Serp,1585,female
Sylvain Lespinats,1586,male
Valentina Ceausu,1587,female
Bernardo Lopez,1588,male
Samira Hammiche,1589,female
Samir Sebahi,1590,male
Mohand-Said Hacid,1591,male
Gaëlle Hignette,1592,female
Ollivier Haemmerlé,1593,male
Sergio Rodrigues de Morais,1594,male
Marilys Corbex,1595,female
Frédéric Triou,1596,male
Barbara Poulain,1597,female
Tuong-Vinh Truong,1598,male
Massih-Reza Amini,1599,male
Pierre Gaillard,1600,male
Didier Devaurs,1601,male
Marc Boyer,1602,male
Faiza Abbaci,1603,female
Pascal Francq,1604,male
Etienne Cuvelier,1605,male
Hans-Hermann Bock,1606,male
Mohamed Ramzi Temanni,1607,male
Christine Poitou-Bernert,1608,female
Karine Clément,1609,female
Christophe Lejeune,1610,male
Manuel Zacklad,1611,male
Rokia Bendaoud,1612,female
Julien Lavergne,1613,male
Philippe Bouché,1614,male
Sabine Goutier,1615,female
Karim Baïna,1616,male
Phuc-Hiep Luong,1617,male
Alain Boucher,1618,male
Eduardo Fraschini,1619,male
Anne-Marie Vercoustre,1620,female
Fadi Badra,1621,male
Fabrice Estievenart,1622,male
Jean-Roch Meurisse,1623,male
Abdelmajid Ben Hamadou,1624,male
Mohamed Hammami,1625,male
Radhouane Guermazi,1626,male
Bart Goethals,1627,male
Filip Florea,1628,male
Valeriu Cornea,1629,male
Abdelaziz Bensrhair,1630,male
Stéfan Jacques Darmoni,1631,male
Cédric Vidrequin,1632,male
Juan-Manuel Torres-Moreno,1633,male
Jean-Jacques Schneider,1634,male
Marc El-Bèze,1635,male
Howard J. Hamilton,1636,male
Caroline Wintergerst,1637,female
Thomas Ludwig,1638,male
Islem Denden,1639,male
William Vacher,1640,male
Nicolas Nicoloyannis,1641,male
Hubert Polaert,1642,male
Philippe Leray,1643,male
Grégory Mallet,1644,male
Rémy Brisson,1645,male
Anne Puissant,1646,female
Alexandre Bouchacourt,1647,male
Luigi Lancieri,1648,male
Antonio Irpino,1649,male
Elvira Romano,1650,female
Romain Boulet,1651,male
Bertrand Jouve,1652,male
Nawal Guermouche,1653,female
Salima Benbernou,1654,female
Emmanuel Coquery,1655,male
Lylia Abrouk,1656,female
Danièle Hérin,1657,female
Guillaume Wisniewski,1658,male
Nicolas Verbeke,1659,male
Hicham Laanaya,1660,male
Alexandre Labadié,1661,male
Jean Diatta,1662,male
Régis Girard,1663,male
Jean Louis Vitti,1664,male
Mostafa Hanoune,1665,male
Faouzia Benabbou,1666,female
Kévin Ottens,1667,male
Marie Agier,1668,female
Thomas Heitz,1669,male
Sébastien Régis,1670,male
Leoncio Jiménez,1671,male
Norbert Tsopzé,1672,male
Gilbert Tindo,1673,male
Jacques Le Maitre,1674,male
Nicolas Faessel,1675,male
Le Thi Hoai An,1676,female
Le Hoai Minh,1677,female
Pham Dinh Tao,1678,male
Karim Kamoun,1679,male
Régis Gras,1680,male
Mohamed Amine Bentaallah,1681,male
Bruno Mermet,1682,male
Gaële Simon,1683,female
Dominique Fournier,1684,Non indicatif
Christine Golbreich,1685,female
Laurent Kevers,1686,male
Cédrick Fairon,1687,male
Olivier Couturier,1688,male
Yves Chiricota,1689,male
Jean-Philippe Domenger,1690,male
Benoît Favre,1691,male
Jean-François Bonastre,1692,male
Patrice Bellot,1693,male
François Capman,1694,male
Chérif Mballo,1695,male
Bernard Huet,1696,male
Jérôme David,1697,male
Hunor Albert-Lorincz,1698,male
Sylvain Mongy,1699,male
Sylvain Tenier,1700,male
Xavier Polanco,1701,male
Zahra Kebaili,1702,female
Noura Bouzrara,1703,female
Nacéra Madani Aissaoui,1704,female
Najoua Essoukri Ben Amara,1705,female
Pierre P. Lévy,1706,male
Jean-Philippe Villaréal,1707,male
Pierre-Paul Couka,1708,male
Fabrice Gallois,1709,male
Laurence Herbin,1710,female
Antoine Flahault,1711,male
Jesús S. Aguilar-Ruiz,1712,male
Domingo S. Rodríguez,1713,male
Pierre-Alain Laur,1714,male
Mounir Fegas,1715,male
Amel Boustil,1716,male
Zaïdi Sahnoun,1717,male
Ziad Mansouri,1718,male
Jérôme Maloberti,1719,male
Shin Ando,1720,Non indicatif
Sergio Camiz,1721,male
Jean-Jacques Denimal,1722,male
Ahmed Amrani,1723,male
Anne Remillieux,1724,female
Christian Blatter,1725,male
Frédéric Mabille,1726,male
Nongyao Mueangdee,1727,female
Irina Diana Coman,1728,female
Xuan-Hiep Huynh,1729,male
Samuel Gesche,1730,male
Guy Caplat,1731,male
Alain Morineau,1732,male
Ricco Rakotomalala,1733,male
Lucile Vadcard,1734,female
Dima Mufti-Alchawafa,1735,female
Bruno Defude,1736,male
Didier Nakache,1737,male
Annabelle Dierstein,1738,female
Christopher Corsia,1739,male
Vincent Dubois,1740,male
Christophe Tricot,1741,male
Christophe Roche,1742,male
Jerzy Korczak,1743,male
Clément Chatelain,1744,male
Laurent Heutte,1745,male
Thierry Paquet,1746,male
Youssef Zinbi,1747,male
Youssef Chahir,1748,male
Abder Elmoatz,1749,male
Rémi Gilleron,1750,male
Patrick Marty,1751,male
Marc Tommasi,1752,male
Fabien Torre,1753,male
Julien Lorec,1754,male
Gérard Ramstein,1755,male
Yannick Jacques,1756,male
Delphine Bernhard,1757,female
Walid Erray,1758,male
Faouzi Mhamdi,1759,male
Christophe Coppens,1760,male
Julien Laroque Malbert,1761,male
Lamia Ben Ghezaiel,1762,female
Heikki Mannila,1763,male
Nadjim Chelghoum,1764,male
Karine Zeitouni,1765,female
Thierry Laugier,1766,male
Annie Fiandrino,1767,female
Lionel Loubersac,1768,male
Olivier Gerbé,1769,male
Thierno Diarra,1770,male
Jacques Raynauld,1771,male
Mohamed-Foued Sriti,1772,male
Philippe Boutinaud,1773,male
Nada Matta,1774,female
Clément Jamard,1775,male
Georges Gardarin,1776,male
Rémi Lehn,1777,male
Mohamed Aounallah,1778,male
Guy Mineau,1779,male
Michael Ley,1780,male
Patrick Reuther,1781,male
Marc Damez,1782,male
Schahrazed Zeghache,1783,female
Farida Admane,1784,female
Kamel Elaraba Ziane,1785,male
Brigitte Hoeltzener,1786,female
Edwige Fangseu Badjio,1787,female
Cédric Udréa,1788,male
Federico Del Razo López,1789,male
Pascal Cheung-Mon-Chan,1790,male
Sylvie Charbonnier,1791,female
Claire François,1792,female
Yves Fossé,1793,male
Stéphane Daviet,1794,male
Jean-Claude Régnier,1795,male
Hubert Marteau,1796,male
Sylvain Lagrue,1797,male
Jérémie Lussiez,1798,male
Julien Rossit,1799,male
Rami Harrathi,1800,male
Frédéric Bertrand,1801,male
Cyril Faucher,1802,male
Marie-Christine Lafaye,1803,female
Jean-Yves Lafaye,1804,male
Alain Bouju,1805,male
Aydano Machado,1806,male
Yann Chevaleyre,1807,male
Quang Nguyen,1808,male
Marie Plasse,1809,female
Laurent Leblond,1810,male
Sylvie Billot,1811,female
Stanislas Lew,1812,male
Emmanuel Blanchard,1813,male
Abdourahamane Baldé,1814,male
Brigitte Trousse,1815,female
Clément Fauré,1816,male
Sylvie Delprat,1817,female
Alain Mille,1818,male
Laszlo Szathmary,1819,male
Sandy Maumus,1820,female
Pierre Petronin,1821,male
Vincent Philippé,1822,male
David Da Costa,1823,male
Pascal Barbry,1824,male
Athmane Hamel,1825,male
Jean-Pierre Barthélemy,1826,male
Jean-Robert Kala Kamdjoug,1827,male
Etienne Pichat,1828,male
Hassan Badir,1829,male
Fadoua Ataa-Allah,1830,female
Abderrahim El Qadi,1831,male
Philippe Caillou,1832,male
Brigitte Le Roux,1833,female
Laurent Alamarguy,1834,male
Güray Erus,1835,male
Nicolas Loménie,1836,male
Catherine Garbay,1837,female
Michel Dojat,1838,male
François Radvanyi,1839,male
Olivier François,1840,male
Rémi Gaudin,1841,male
Khaled Mellouli,1842,male
Yves Caron,1843,male
Pascal Makris,1844,male
Raphaël Couturier,1845,male
Sergiu Theodor Chelcea,1846,male
Nicolas Bonnel,1847,male
Alexandre Cotarmanac'h,1848,male
Tuyet-Tram Dang-Ngoc,1849,female
Virginie Sans,1850,female
Nicolas Usunier,1851,male
Kutluhan Kemal Pak,1852,male
Mohamed Cherif Rahal,1853,male
Hélène Gagliardi,1854,female
Lionel Savary,1855,male
François-Xavier Jollois,1856,male
Idir Chibane,1857,male
Alexandre Vautier,1858,male
Bruno Bouzy,1859,male
Guillaume Chaslot,1860,male
Aurélie Névéol,1861,female
Sylwia Ozdowska,1862,female
Annabelle Mercier,1863,female
Cyril Nortet,1864,male
Teddy Turmeaux,1865,male
Sébastien Quirion,1866,male
Guy W. Mineau,1867,male
Eugen Barbu,1868,male
Pierre Héroux,1869,male
Sébastien Adam,1870,male
Éric Trupin,1871,male
Charles Foveau,1872,male
Samah Reguigui,1873,female
Nadine Meskens,1874,female
Jean-Philippe Vandamme,1875,male
Abdelhakim Artiba,1876,male
Jean-Paul Barthès,1877,male
Mehdi Mtir,1878,male
Gregory Piatetsky-Shapiro,1879,male
Nicolas Spyratos,1880,male
Oumar Sy,1881,male
Tao Wan,1882,Non indicatif
Hélène Desmier,1883,female
Adina Magda Florea,1884,female
Victoria Eugenia Ospina,1885,female
Alain-Jérôme Fougères,1886,male
Jorge Louçã,1887,male
Christophe Candillier,1888,male
Noureddine Mouaddib,1889,male
Hicham Behja,1890,male
Abdelaziz Marzak,1891,male
Romain Dailly,1892,male
Christian Chervet,1893,male
Radhia Ben Hamed,1894,female
Pierre Pompidor,1895,male
Michel Sala,1896,male
Ludovic Denoyer,1897,male
Natima Singla,1898,female
Olivier Bousquet,1899,male
Philippe Collet,1900,male
Vincent Derozier,1901,male
Ganaël Jatteau,1902,male
Madenda Sarifuddin,1903,male
Dahbia Semani,1904,female
Carl Frélicot,1905,male
Pierre Courtellemont,1906,male
