id_article,title,year,language,Nb_authors,Nb_male,Nb_female,theme
308,Classification et prédiction du flux solaire,2014,fr,4,4,0,Recherche d’information et traitement d’images
309,Classifieur naïf de Bayes pondéré pour flux de données,2014,fr,3,2,1,Analyse de motifs et séquences dans les données
310,Clustering de données relationnelles pour la structuration de flux télévisuels,2014,fr,2,2,0,Analyse de motifs et séquences dans les données
311,Clustering de séquences d'évènements temporels,2014,fr,4,3,0,Analyse de séries temporelles et données spatio-temporelles
312,Clusters dans les réseaux sociaux : intersections entre liens conceptuels fréquents et communautés,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
313,Comment Devenir Cybercondriaque ?,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
314,Comparaison de bornes théoriques pour l'accélération du clustering incrémental en une passe,2014,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
315,Comparaison des chemins de Hilbert adaptatif et des graphes de voisinage pour la caractérisation d'un parcellaire agricole,2014,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
316,Compréhension de recettes de cuisine utilisateurs par extraction de connaissances intrinsèques,2014,fr,3,3,0,Règles d’association et génération de connaissances
317,Construction de cube OLAP à partir d'un entrepôt de données orienté colonnes,2014,fr,4,2,2,Analyse de motifs et séquences dans les données
318,Construction de profils de préférences contextuelles basée sur l'extraction de motifs séquentiels,2014,fr,3,2,0,Aide à la décision et analyse multidimensionnelle
319,De l'ombre à la lumière : plus de visibilité sur l'Eclipse,2014,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
320,De nouvelles pondérations adaptées à la classification de petits volumes de données textuelles,2014,fr,3,3,0,Recherche d’information et traitement d’images
321,Des humanités au numérique : interdisciplinarité et réciprocité,2014,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
322,Détection d'opinions dans des tweets,2014,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
323,Détection de changements dans des flots de données qualitatives,2014,fr,4,4,0,Analyse de motifs et séquences dans les données
324,Détection de situations à risque basée sur des détecteurs de mouvement à domicile pour les personnes dépendantes,2014,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
325,Du texte à la base de données géographiques,2014,fr,3,1,2,Analyse de motifs et séquences dans les données
326,Dynamique des communautés par prédiction d'interactions dans les réseaux sociaux,2014,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
327,Evaluation de la pertinence dans un système de recommandation sémantique de nouvelles économiques,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
328,Exploration d'une collection de chansons à partir d'une interface de visualisation basée sur une analyse des paroles,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
329,Extension de l'étiquetage géographique des pixels d'une image par fouille de données,2014,fr,4,3,1,Analyse de motifs et séquences dans les données
330,Extraction de motifs dans des graphes orientés attribués en présence d'automorphisme,2014,fr,4,3,1,Aide à la décision et analyse multidimensionnelle
331,Extraction de règles d'épisodes minimales dans des séquences complexes,2014,fr,3,0,3,Analyse de séries temporelles et données spatio-temporelles
332,Extraire les motifs minimaux efficacement et en profondeur,2014,fr,2,2,0,Aide à la décision et analyse multidimensionnelle
333,Fouille de données par programmation visuelle structurée avec KD-Ariane,2014,fr,2,2,0,Analyse de motifs et séquences dans les données
334,Fouille de motifs séquentiels pour l'élicitation de stratégies à partir de traces d'interactions entre agents en compétition,2014,fr,4,4,0,Aide à la décision et analyse multidimensionnelle
335,Généralisation des k-moyennes pour produire des recouvrements ajustables,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
336,Génération d'un extrait textuel à partir de bases de données,2014,fr,3,1,2,Analyse de motifs et séquences dans les données
337,Granularité des motifs de co-variations dans des graphes attribués dynamiques,2014,fr,3,2,1,Aide à la décision et analyse multidimensionnelle
338,Identification de classes non-disjointes ayants des densités différentes,2014,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
339,Identification de rôles communautaires dans des réseaux orientés appliquée à Twitter,2014,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
340,Incremental learning with latent factor models for attribute prediction in social-attribute networks,2014,en,3,2,1,Data mining et gestion de flux de données
341,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation,2014,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
342,Intégration et visualisation de données liées thématiques sur un référentiel géographique,2014,fr,3,2,1,Analyse de motifs et séquences dans les données
343,Investigation visuelle d'événements dans un grand flot de liens,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
344,L'utilisation des entités nommées pour l'expansion sémantique des requêtes Web,2014,fr,3,2,1,Extraction d’information et analyse documentaire web
345,La subjectivité dans le discours médical : sur les traces de l'incertitude et des émotions,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
346,Les nouvelles théories de l'incertain,2014,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
347,"LOCAL-GENERATOR : ""diviser pour régner"" pour l'extraction des traverses minimales d'un hypergraphe",2014,fr,3,2,1,Règles d’association et génération de connaissances
348,Méthodologie 3-way d'extraction d'un modèle articulatoire de la parole à partir des données d'un locuteur,2014,fr,2,1,1,Règles d’association et génération de connaissances
349,Mining the Crowd,2014,en,1,0,1,Data mining et gestion de flux de données
350,Modélisation de trajectoires cible/caméra : requêtes spatio-temporelles dans le cadre de la videosurveillance,2014,fr,3,1,2,Analyse de séries temporelles et données spatio-temporelles
351,Motifs récursifs : extraction ascendante hiérarchique d'ensembles d'items ou d'évènements pour le résumé de données transactionnelles ou séquentielles,2014,fr,1,1,0,Aide à la décision et analyse multidimensionnelle
352,Passage aux noyaux en classification recouvrante,2014,fr,1,1,0,Recherche d’information et traitement d’images
353,Pondération de blocs de variables en bi-partitionnement topologique,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
354,Prédiction de valeurs manquantes dans les bases de données— Une première approche fondée sur la notion de proportion analogique,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
355,Que ressentent les patients ?,2014,fr,6,3,3,Apprentissage automatique et réseaux de connaissances
356,Réconciliation des profils dans les réseaux sociaux,2014,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
357,Reconstruction et analyse sémantique de chronologies cybercriminelles,2014,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
358,Règles d'association inter-langues au service de la recherche d'information multilingue,2014,fr,4,2,2,Data mining et gestion de flux de données
359,Representative training sets for classification and the variability of empirical distributions,2014,en,2,2,0,Apprentissage automatique et réseaux de connaissances
360,Requêtes skyline en présence d'exceptions,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
361,Sélection d'une méthode de classification multi-label pour un système interactif,2014,fr,3,2,1,Recherche d’information et traitement d’images
362,Sélection de prototypes en vue d'une catégorisation de textes avec les K plus proches voisins : étude comparative,2014,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
363,Sous échantillonnage et machine à noyaux élastiques pour la classification de données de mouvement capturé,2014,fr,3,2,1,Recherche d’information et traitement d’images
364,Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales,2014,fr,2,0,2,Recherche d’information et traitement d’images
365,Symétries et Extraction de Motifs Ensemblistes,2014,fr,5,5,0,Aide à la décision et analyse multidimensionnelle
366,The Hitchhiker's Guide to Ontology,2014,en,1,1,0,Data mining et gestion de flux de données
367,Un système de détection de thématiques populaires sur Twitter,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
368,Une approche algébrique au problème du consensus de partitions,2014,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
369,Une approche basée sur STATIS pour la fusion de cartes topologiques auto-organisées,2014,fr,5,2,3,Apprentissage automatique et réseaux de connaissances
370,Une approche PPC pour la fouille de données séquentielles,2014,fr,3,3,0,Analyse de motifs et séquences dans les données
371,Une approcheWeb sémantique et combinatoire pour un système de recommandation sensible au contexte appliqué à l'apprentissage mobile,2014,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
372,Une heuristique pour le paramétrage automatique de l'algorithme de clustering spectral,2014,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
373,Une méthode hybride pour la prédiction du profil des auteurs,2014,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
374,Une méthode pour caractériser les communautés des réseaux dynamiques à attributs,2014,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
375,Une méthode pour la détection de thématiques populaires sur Twitter,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
376,Une nouvelle approche pour la sélection de variables basée sur une métrique d'estimation de la qualité,2014,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
377,Utilisation de relations ontologiques pour la comparaison d'images décrites par des annotations sémantiques,2014,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
378,Vectorisation paramétrée des données textuelles,2014,fr,5,4,1,Analyse de motifs et séquences dans les données
379,Vers une classification non supervisée adaptée pour obtenir des arbres de décision simplifiés,2014,fr,4,4,0,Recherche d’information et traitement d’images
380,Vers une modularité pour données vectorielles,2014,fr,4,3,1,Analyse de motifs et séquences dans les données
381,Visualisation de données de prosopographie pour la reconstruction de carrières de personnages et de réseaux socio-professionnels,2014,fr,2,2,0,Analyse de motifs et séquences dans les données
382,20 ans de découverte de motifs : une étude bibliographique quantitative,2013,fr,3,2,0,Aide à la décision et analyse multidimensionnelle
383,3D : de nouvelles perspectives en fouille exploratoire avec la stéréoscopie,2013,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
384,A POS Tagger analysed in collaboration environments and literary texts,2013,en,2,2,0,Visualisation et exploration interactive de données
385,Accélération de la méthode des K plus proches voisins pour la catégorisation de textes,2013,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
386,Analyse conceptuelle de données de simulation de systèmes complexes pour l'aide à la décision : Application à la conception d'une cabine d'avion,2013,fr,5,3,1,Analyse de motifs et séquences dans les données
387,Analyse de réseaux sociaux par l'analyse formelle de concepts,2013,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
388,Analyse des réclamations d'allocataires de la CAF : un cas d'étude en fouille de données,2013,fr,5,4,1,Analyse de motifs et séquences dans les données
389,Analyse Relationnelle de Concepts pour l'exploration de données relationnelles,2013,fr,4,1,3,Analyse de motifs et séquences dans les données
390,Approche orientée objet sémantique et coopérative pour la classification des images de zones urbaines à très haute résolution,2013,fr,4,3,1,Recherche d’information et traitement d’images
391,Classification multi-étiquettes pour l'alignement multiple de séquences protéiques,2013,fr,4,2,2,Analyse de séries temporelles et données spatio-temporelles
392,Classifications croisées de données de trajectoires contraintes par un réseau routier,2013,fr,4,4,0,Recherche d’information et traitement d’images
393,Comprendre et interpréter les données : enjeux et implantations d'un système de codage dans des gisements de données historiques,2013,fr,2,2,0,Analyse de motifs et séquences dans les données
394,Construction de descripteurs à partir du coclustering pour la classification supervisée de séries temporelles,2013,fr,2,1,0,Analyse de séries temporelles et données spatio-temporelles
395,Découverte des soft-skypatterns avec une approche PPC,2013,fr,5,5,0,Apprentissage automatique et réseaux de connaissances
396,Detecting Academic Plagiarism with Graphs,2013,en,2,1,1,Analyse de motifs et séquences dans les données
397,Détection efficace des traverses minimales d'un hypergraphe par élimination de la redondance,2013,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
398,Détection précoce de tendances produits dans le cadre des activités commerciales de la grande distribution,2013,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
399,Enrichissement d'ontologies grâce à l'annotation sémantique de pages web,2013,fr,4,1,3,Extraction d’information et analyse documentaire web
400,Étude des corrélations spatio-temporelles des appels mobiles en France,2013,fr,3,3,0,Analyse de séries temporelles et données spatio-temporelles
401,Étude des techniques d'oubli dans les moindres carrés récursifs pour l'apprentissage incrémental de systèmes d'inférence floue évolutifs : application à la reconnaissance de formes,2013,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
402,Évolution d'une ontologie dédiée à la représentation de relations n-aires,2013,fr,4,1,3,Ontologies et traitement sémantique du texte
403,Extraction de motifs condensés dans un unique graphe orienté acyclique attribué,2013,fr,4,3,1,Aide à la décision et analyse multidimensionnelle
404,Extraction de motifs fréquents dans des arbres attribués,2013,fr,4,3,1,Aide à la décision et analyse multidimensionnelle
405,Extraction des nombres de Betti avec un modèle génératif,2013,fr,3,3,0,Règles d’association et génération de connaissances
406,Extraction et filtrage de syntagmes nominaux pour la Recherche d'Information,2013,fr,2,2,0,Règles d’association et génération de connaissances
407,Extraction optimisée de Règles d'Association Positives et Négatives (RAPN),2013,fr,2,1,1,Data mining et gestion de flux de données
408,Grille bivariée pour la détection de changement dans un flux étiqueté,2013,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
409,Identification de compatibilités entre descripteurs de lieux et apprentissage automatique,2013,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
410,Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli,2013,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
411,Inférence de réseaux biologiques : un défi pour la fouille de données structurées,2013,fr,1,0,1,Analyse de motifs et séquences dans les données
412,Les capitalistes sociaux sur Twitter : détection via des mesures de similarité,2013,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
413,Modèle de Recherche d'Information Sociale Centré Utilisateur,2013,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
414,Non-disjoint grouping of text documents based Word Sequence Kernel,2013,en,3,1,2,Visualisation et exploration interactive de données
415,Nouvelle approche de bi-partitionnement topologique,2013,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
416,Paramétrage intelligent de l'alignement d'ontologies par l'intégrale de Choquet,2013,fr,3,3,0,Ontologies et traitement sémantique du texte
417,Processus itératif d'extraction de classes en non supervisée,2013,fr,2,1,1,Recherche d’information et traitement d’images
418,Ré-écriture de requêtes dans un système d'intégration sémantique,2013,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
419,Recherche de documents similaires sur le web par segmentations hiérarchiques et extraction de mots-clés,2013,fr,1,1,0,Extraction d’information et analyse documentaire web
420,Réutiliser les connaissances d'expert pour assister l'analyse de l'activité sur simulateur pleine échelle de conduite de centrale nucléaire - Approche à base de M-Trace,2013,fr,2,2,0,Règles d’association et génération de connaissances
421,Sélection de variables non supervisée sous contraintes hiérarchiques,2013,fr,3,2,1,Recherche d’information et traitement d’images
422,"SNOW, un algorithme exploratoire pour le subspace clustering",2013,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
423,Technique de factorisation multi-biais pour des recommandations dynamiques,2013,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
424,Text2Geo : des données textuelles aux informations géospatiales,2013,fr,5,2,3,Analyse de motifs et séquences dans les données
425,ToTeM: une méthode de détection de communautés adaptées aux réseaux d'information,2013,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
426,"Towards a New Science of Big Data Analytics, based on the Geometry and the Topology of Complex, Hierarchic Systems",2013,en,1,1,0,Aide à la décision et analyse multidimensionnelle
427,Un Critère d'évaluation pour la construction de variables à base d'itemsets pour l'apprentissage supervisé multi-tables,2013,fr,3,2,0,Apprentissage automatique et réseaux de connaissances
428,Un système hybride de recherche d'information intégrant le raisonnement à partir de cas et la composition d'ontologies,2013,fr,3,1,2,Ontologies et traitement sémantique du texte
429,Une approche en programmation par contraintes pour la classification non supervisée,2013,fr,3,1,2,Recherche d’information et traitement d’images
430,Une nouvelle mesure pour l'évaluation des méthodes d'extraction de thématiques : la Vraisemblance Généralisée,2013,fr,4,2,2,Règles d’association et génération de connaissances
431,Unsupervised Video Tag Correction System,2013,en,5,4,1,Data mining et gestion de flux de données
432,Validation d'une carte cognitive,2013,fr,4,4,0,
433,Vers un cadre évolutif de classification non supervisée,2013,fr,3,2,1,Recherche d’information et traitement d’images
434,Vers une architecture multicouche d'ontologies dédiée à la résolution mixte de problèmes,2013,fr,3,1,2,Ontologies et traitement sémantique du texte
435,Vers une Automatisation de la Construction de Variables pour la Classification Supervisée,2013,fr,2,2,0,Recherche d’information et traitement d’images
436,Vers une mesure de similarité pour les séquences complexes,2013,fr,6,6,0,Analyse de séries temporelles et données spatio-temporelles
437,Visualisation radiale : approche parallèle entre CPU et GPU,2013,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
438,Antipattern Detection inWeb Ontologies: an Experiment using SPARQL Queries,2012,en,5,4,1,Big Data (Concept et dynamique globale)
439,Apprentissage d'ensemble d'opérateurs de projection orthogonale pour la détection de nouveauté,2012,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
440,Apprentissage par analyse linéaire discriminante des paramètres de fusion pour la recherche d'information multimédia texte-image,2012,fr,5,3,2,Apprentissage automatique et réseaux de connaissances
441,Biological event extraction using SVM and composite kernel function,2012,en,3,1,2,Visualisation et exploration interactive de données
442,Caractérisation et extraction de biclusters de valeurs similaires avec l'analyse de concepts triadiques,2012,fr,5,5,0,Règles d’association et génération de connaissances
443,Classification Conceptuelle avec Généralisation par Intervalles,2012,fr,2,0,2,Recherche d’information et traitement d’images
444,Classification de données EEG par algorithme évolutionnaire pour l'étude d'états de vigilance,2012,fr,5,3,2,Recherche d’information et traitement d’images
445,Classification des données catégorielles via la maximisation spectrale de la modularité,2012,fr,2,2,0,Recherche d’information et traitement d’images
446,Classification probabiliste non supervisée et visualisation des données séquentielles,2012,fr,3,2,1,Recherche d’information et traitement d’images
447,Classification topologique probabiliste pour des données catégorielles,2012,fr,2,1,1,Recherche d’information et traitement d’images
448,Clustering de séquences d'activités pour l'étude de procédures neurochirurgicales,2012,fr,5,5,0,Analyse de séries temporelles et données spatio-temporelles
449,Clustering hiérarchique non paramétrique de données fonctionnelles,2012,fr,3,3,0,Analyse de motifs et séquences dans les données
450,Clustering multi-niveaux de graphes : hiérarchique et topologique,2012,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
451,Combinaison de classificateurs simples pour une sélection rapide de caractéristiques,2012,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
452,Combinaison de classification supervisée et non-supervisée par la théorie des fonctions de croyance,2012,fr,3,2,1,Recherche d’information et traitement d’images
453,Community Detection in Social Networks with Attribute and Relationship Data,2012,en,2,1,1,Data mining et gestion de flux de données
454,Découverte de règles d'association pour l'aide à la prévision des accidents maritimes,2012,fr,2,2,0,Data mining et gestion de flux de données
455,Détection de groupes outliers en classification non supervisée,2012,fr,3,2,1,Recherche d’information et traitement d’images
456,Détection non supervisée d'une sous-population par méthode d'ensemble et changement de représentation itératif,2012,fr,2,1,1,Recherche d’information et traitement d’images
457,Development of a distributed recommender system using the Hadoop Framework,2012,en,3,1,2,Data mining et gestion de flux de données
458,Evaluating Bayesian Networks by Sampling with Simplified Assumptions,2012,en,2,2,0,Data mining et gestion de flux de données
459,Evaluation rapide du diamètre d'un graphe,2012,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
460,Exploitation de l'asymétrie entre termes pour l'extraction automatique de taxonomies à partir de textes,2012,fr,4,4,0,Règles d’association et génération de connaissances
461,Extraction d'opinions appliquée à des critères,2012,fr,5,5,0,Règles d’association et génération de connaissances
462,Extraction de co-variations entre des propriétés de sommets et leur position topologique dans un graphe attribué,2012,fr,4,2,2,Règles d’association et génération de connaissances
463,Extraction de Dépendances Fonctionnelles Approximatives,2012,fr,2,1,1,Règles d’association et génération de connaissances
464,Extraction de Liens Fréquents dans les Réseaux Sociaux,2012,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
465,Extraction de séquences fréquentes avec intervalles d'incertitude,2012,fr,4,3,1,Analyse de séries temporelles et données spatio-temporelles
466,Extraction de sous-parties ciblées d'une ontologie généraliste pour enrichir une ontologie particulière,2012,fr,3,1,2,Ontologies et traitement sémantique du texte
467,Extraction et gestion d'informations pour la construction d'une base vidéo d'apprentissage,2012,fr,1,1,0,Règles d’association et génération de connaissances
468,Extraction incrémentale de séquences fréquentes dans un flux d'itemsets,2012,fr,2,2,0,Analyse de séries temporelles et données spatio-temporelles
469,Human Detection by a Small Autonomous Mobile Robot,2012,en,3,3,0,Big Data (Concept et dynamique globale)
470,Identification et caractérisation de différents types de boycott par des méthodes d'Analyse de Données,2012,fr,2,1,1,Analyse de motifs et séquences dans les données
471,K-moyennes contraintes par un classifieur Application à la personnalisation de scores de campagnes,2012,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
472,L'extraction de règles de dépendance bien définies entre ensembles de variables multivaluées,2012,fr,1,1,0,Data mining et gestion de flux de données
473,Méta-règles pour la génération de règles négatives,2012,fr,2,1,1,Data mining et gestion de flux de données
474,Mining Genetic Interactions in Genome-Wide Association Study,2012,en,0,0,0,Règles d’association et génération de connaissances
475,Modèle de supervision d'interactions non-intrusif basé sur les ontologies,2012,fr,4,4,0,Ontologies et traitement sémantique du texte
476,PLS path modeling and regularized generalized canonical correlation analysis for multi-block data analysis,2012,en,1,1,0,Ontologies et traitement sémantique du texte
477,Prétraitement Supervisé des Variables Numériques pour la Fouille de Données Multi-Tables,2012,fr,3,2,0,Analyse de motifs et séquences dans les données
478,Raisonner sur une ontologie cartographique pour concevoir des légendes de cartes,2012,fr,3,1,2,Ontologies et traitement sémantique du texte
479,Recherche d'Information Agrégée dans des documents XML basée sur les Réseaux Bayésiens,2012,fr,3,2,1,Visualisation et exploration interactive de données
480,Relational Learning from Spatial Data: Retrospect and Prospect,2012,en,1,1,0,Ontologies et traitement sémantique du texte
481,Réorganisation hiérarchique de visualisations dans OLAP,2012,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
482,Représentations de services web : impact sur la découverte et la recommandation,2012,fr,4,4,0,Extraction d’information et analyse documentaire web
483,RICSH : Recherche d'information contextuelle par segmentation thématique de documents,2012,fr,3,2,1,Visualisation et exploration interactive de données
484,Sélection Bayésienne de Modèles avec Prior Dépendant des Données,2012,fr,1,1,0,Analyse de motifs et séquences dans les données
485,Solving Problems with Visual Analytics: Challenges and Applications,2012,en,1,1,0,Aide à la décision et analyse multidimensionnelle
486,Structuration des décisions de jurisprudence basée sur une ontologie juridique en langue arabe,2012,fr,3,1,2,Ontologies et traitement sémantique du texte
487,SweetDeki : le wiki sémantique couteau suisse du réseau social ISICIL,2012,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
488,TMD-MINER : Une nouvelle approche pour la détection des diffuseurs dans un système communautaire,2012,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
489,Topological Decomposition and Heuristics for High Speed Clustering of Complex Networks,2012,en,2,2,0,Règles d’association et génération de connaissances
490,Transformation de l'espace de description pour l'apprentissage par transfert,2012,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
491,Un algorithme de classification automatique pour des données relationnelles multi-vues,2012,fr,4,4,0,Recherche d’information et traitement d’images
492,Un assistant utilisateur pour le choix et le paramétrage des méthodes de fouille visuelle de données,2012,fr,4,2,2,Analyse de motifs et séquences dans les données
493,Un environnement efficace pour la classification d'images à grande échelle,2012,fr,2,2,0,Recherche d’information et traitement d’images
494,Une approche multidimensionnelle basée sur les comportements individuels pour la prédiction de la diffusion de l'information sur Twitter,2012,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
495,Une distance hiérarchique basée sur la sémantique pour la comparaison d'histogrammes nominaux,2012,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
496,User Evaluation: Why?,2012,en,1,0,1,Extraction d’information et analyse documentaire web
497,Utilisation d'invariants pour une médiation inter-domaines de modèles utilisateurs : ressources invariantes et invariants sémantiques,2012,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
498,Validation et optimisation d'une décomposition hiérarchique de graphes,2012,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
499,Vers la construction d'un observatoire des pratiques agricoles : gestion et propagation de l'imprécision des données agronomiques,2012,fr,5,3,2,Analyse de motifs et séquences dans les données
500,Vers une approche efficace d'extraction de motifs spatio-séquentiels,2012,fr,5,2,3,Aide à la décision et analyse multidimensionnelle
501,Vers une méthode automatique de construction de hiérarchies contextuelles,2012,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
502,Webmarks : Le marquage d'intérêt sur le Web de données,2012,fr,2,2,0,Extraction d’information et analyse documentaire web
503,@KRex : une méthode de construction des connaissances pour la maîtrise des activités à risques - application au domaine de la sécurité nucléaire,2011,fr,3,3,0,Règles d’association et génération de connaissances
504,A la recherche des tweets porteurs d'informations journalistiques,2011,fr,4,3,1,Apprentissage automatique et réseaux de connaissances
505,Acquisition de structures lexico-sémantiques à partir de textes : un nouveau cadre de travail fondé sur une structuration prétopologique,2011,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
506,Adaptation de l'algorithme CART pour la tarification des risques en assurance non-vie,2011,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
507,Agrégation robuste de données massives à la volée : application aux compteurs électriques communicants,2011,fr,2,1,1,Analyse de motifs et séquences dans les données
508,Aide à l'Analyse Visuelle de Réseaux Sociaux pour la Détection de Comportements Suspects,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
509,Algorithmes de recherche exhaustif et guidé pour la recommandation d'un expert dans un réseau professionnel,2011,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
510,Analyse comparative de méthodologies et d'outils de construction automatique d'ontologies à partir de ressources textuelles,2011,fr,4,2,2,Ontologies et traitement sémantique du texte
511,Analyse du comportement limite d'indices probabilistes pour une sélection discriminante,2011,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
512,Analyse factorielle des correspondances hiérarchique pour la fouille d'images,2011,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
513,Analyse spatiotemporelle des vecteurs de mouvement : application au comptage des personnes,2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
514,Annotation d'entités nommées par extraction de règles de transduction,2011,fr,2,2,0,Data mining et gestion de flux de données
515,Apport de la catégorisation iconique pour la gestion coopérative des connaissances1,2011,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
516,Apport des données thématiques dans les systèmes de recommandation : hybridation et démarrage à froid,2011,fr,4,4,0,Analyse de motifs et séquences dans les données
517,Apprendre les contraintes topologiques dans les cartes auto-organisatrices,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
518,Apprentissage génératif de la structure de réseaux logiques de Markov à partir d'un graphe des prédicats,2011,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
519,"Cartes cognitives : une exploitation à base d'échelle, vue et profil",2011,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
520,Catégorisation des mesures d'intérêt pour l'extraction des connaissances,2011,fr,3,1,2,Règles d’association et génération de connaissances
521,Classificateurs aléatoires Topologiques à base de graphes de voisinage,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
522,Classification des aéronefs par estimation de la pose,2011,fr,4,4,0,Recherche d’information et traitement d’images
523,Closed-set-based Discovery of Representative Association Rules Revisited,2011,en,1,0,1,Apprentissage automatique et réseaux de connaissances
524,Comparaison entre deux indices pour l'évaluation probabiliste discriminante des règles d'association,2011,fr,2,1,1,Data mining et gestion de flux de données
525,Complex Information Processing,2011,en,1,1,0,Visualisation et exploration interactive de données
526,Conception et implémentation d'une nouvelle technique cellulaire de discrétisation : intégration dans TANAGRA,2011,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
527,Construction d'une Ontologie d'aide au renforcement de la sécurité des systèmes de transport automatisés.,2011,fr,4,4,0,Ontologies et traitement sémantique du texte
528,Construction ontologique à partir de séquences d'expression de champignons,2011,fr,4,2,2,Analyse de séries temporelles et données spatio-temporelles
529,Data stream summarization by on-line histograms clustering,2011,en,3,1,2,Analyse de motifs et séquences dans les données
530,Découverte de motifs d'évolution significatifs dans les séries temporelles d'images satellites,2011,fr,3,3,0,Analyse de séries temporelles et données spatio-temporelles
531,Des graphes de documents aux réseaux sociaux,2011,fr,2,2,0,Visualisation et exploration interactive de données
532,Détection de changements de distribution dans un flux de données : une approche supervisée,2011,fr,2,2,0,Analyse de motifs et séquences dans les données
533,Détection de redondances dans les tableaux guidée par une ontologie,2011,fr,4,1,3,Ontologies et traitement sémantique du texte
